#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.152527E+08   0.152527E+08   0.199425E+08   0.199417E+08   0.000000E+00   0.152527E+08   0.152527E+08   0.152616E+08  -0.539531E+00   0.112768E+08   0.112768E+08   0.602426E-01
   0.798228E-04   0.152525E+08   0.152525E+08   0.198451E+08   0.198442E+08   0.000000E+00   0.152525E+08   0.152525E+08   0.152613E+08  -0.539520E+00   0.112766E+08   0.112766E+08   0.673052E-01
   0.892035E-04   0.152522E+08   0.152522E+08   0.197242E+08   0.197230E+08   0.000000E+00   0.152522E+08   0.152522E+08   0.152609E+08  -0.539506E+00   0.112763E+08   0.112763E+08   0.751911E-01
   0.996866E-04   0.152518E+08   0.152518E+08   0.195740E+08   0.195726E+08   0.000000E+00   0.152518E+08   0.152518E+08   0.152605E+08  -0.539489E+00   0.112761E+08   0.112761E+08   0.839943E-01
   0.111402E-03   0.152513E+08   0.152513E+08   0.193880E+08   0.193862E+08   0.000000E+00   0.152513E+08   0.152513E+08   0.152599E+08  -0.539468E+00   0.112757E+08   0.112757E+08   0.938192E-01
   0.124493E-03   0.152507E+08   0.152507E+08   0.191581E+08   0.191558E+08   0.000000E+00   0.152507E+08   0.152507E+08   0.152592E+08  -0.539441E+00   0.112753E+08   0.112753E+08   0.104781E+00
   0.139124E-03   0.152499E+08   0.152499E+08   0.188745E+08   0.188717E+08   0.000000E+00   0.152499E+08   0.152499E+08   0.152583E+08  -0.539408E+00   0.112747E+08   0.112747E+08   0.117005E+00
   0.155474E-03   0.152490E+08   0.152490E+08   0.185258E+08   0.185224E+08   0.000000E+00   0.152490E+08   0.152490E+08   0.152572E+08  -0.539366E+00   0.112740E+08   0.112740E+08   0.130632E+00
   0.173745E-03   0.152478E+08   0.152478E+08   0.180988E+08   0.180947E+08   0.000000E+00   0.152478E+08   0.152478E+08   0.152559E+08  -0.539315E+00   0.112732E+08   0.112732E+08   0.145813E+00
   0.194163E-03   0.152464E+08   0.152464E+08   0.175784E+08   0.175736E+08   0.000000E+00   0.152464E+08   0.152464E+08   0.152542E+08  -0.539251E+00   0.112721E+08   0.112721E+08   0.162712E+00
   0.216981E-03   0.152446E+08   0.152446E+08   0.169483E+08   0.169425E+08   0.000000E+00   0.152446E+08   0.152446E+08   0.152521E+08  -0.539172E+00   0.112708E+08   0.112708E+08   0.181507E+00
   0.242480E-03   0.152424E+08   0.152424E+08   0.161911E+08   0.161843E+08   0.000000E+00   0.152424E+08   0.152424E+08   0.152496E+08  -0.539075E+00   0.112691E+08   0.112691E+08   0.202388E+00
   0.270976E-03   0.152396E+08   0.152396E+08   0.152902E+08   0.152824E+08   0.000000E+00   0.152396E+08   0.152396E+08   0.152464E+08  -0.538954E+00   0.112670E+08   0.112670E+08   0.225555E+00
   0.302821E-03   0.152362E+08   0.152361E+08   0.142316E+08   0.142228E+08   0.000000E+00   0.152362E+08   0.152362E+08   0.152425E+08  -0.538806E+00   0.112645E+08   0.112645E+08   0.251220E+00
   0.338408E-03   0.152319E+08   0.152319E+08   0.130073E+08   0.129977E+08   0.000000E+00   0.152319E+08   0.152319E+08   0.152377E+08  -0.538624E+00   0.112613E+08   0.112613E+08   0.279598E+00
   0.378178E-03   0.152267E+08   0.152266E+08   0.116196E+08   0.116096E+08   0.000000E+00   0.152267E+08   0.152267E+08   0.152318E+08  -0.538402E+00   0.112575E+08   0.112574E+08   0.310910E+00
   0.422621E-03   0.152202E+08   0.152202E+08   0.100872E+08   0.100772E+08   0.000000E+00   0.152202E+08   0.152202E+08   0.152247E+08  -0.538133E+00   0.112527E+08   0.112527E+08   0.345377E+00
   0.472287E-03   0.152123E+08   0.152123E+08   0.845062E+07   0.844142E+07   0.000000E+00   0.152123E+08   0.152123E+08   0.152161E+08  -0.537807E+00   0.112468E+08   0.112468E+08   0.383215E+00
   0.527790E-03   0.152027E+08   0.152026E+08   0.677772E+07   0.677030E+07   0.000000E+00   0.152026E+08   0.152026E+08   0.152057E+08  -0.537415E+00   0.112396E+08   0.112396E+08   0.424642E+00
   0.589815E-03   0.151909E+08   0.151909E+08   0.516403E+07   0.515937E+07   0.000000E+00   0.151909E+08   0.151909E+08   0.151932E+08  -0.536948E+00   0.112308E+08   0.112308E+08   0.469874E+00
   0.659130E-03   0.151767E+08   0.151766E+08   0.372456E+07   0.372334E+07   0.000000E+00   0.151767E+08   0.151767E+08   0.151783E+08  -0.536394E+00   0.112202E+08   0.112202E+08   0.519139E+00
   0.736590E-03   0.151596E+08   0.151595E+08   0.257206E+07   0.257420E+07   0.000000E+00   0.151596E+08   0.151596E+08   0.151607E+08  -0.535742E+00   0.112073E+08   0.112073E+08   0.572696E+00
   0.823153E-03   0.151391E+08   0.151390E+08   0.178070E+07   0.178499E+07   0.000000E+00   0.151391E+08   0.151391E+08   0.151398E+08  -0.534976E+00   0.111920E+08   0.111920E+08   0.630856E+00
   0.919889E-03   0.151147E+08   0.151146E+08   0.134431E+07   0.134846E+07   0.000000E+00   0.151147E+08   0.151147E+08   0.151153E+08  -0.534082E+00   0.111738E+08   0.111738E+08   0.694004E+00
   0.102799E-02   0.150858E+08   0.150857E+08   0.115429E+07   0.115585E+07   0.000000E+00   0.150858E+08   0.150858E+08   0.150863E+08  -0.533040E+00   0.111522E+08   0.111522E+08   0.762609E+00
   0.114880E-02   0.150518E+08   0.150517E+08   0.103335E+07   0.103151E+07   0.000000E+00   0.150518E+08   0.150518E+08   0.150523E+08  -0.531824E+00   0.111269E+08   0.111269E+08   0.837213E+00
   0.128381E-02   0.150120E+08   0.150118E+08   0.839516E+06   0.836483E+06   0.000000E+00   0.150120E+08   0.150120E+08   0.150123E+08  -0.530406E+00   0.110972E+08   0.110972E+08   0.918386E+00
   0.143468E-02   0.149655E+08   0.149652E+08   0.578801E+06   0.578191E+06   0.000000E+00   0.149655E+08   0.149655E+08   0.149657E+08  -0.528752E+00   0.110627E+08   0.110627E+08   0.100669E+01
   0.160328E-02   0.149114E+08   0.149111E+08   0.386883E+06   0.389106E+06   0.000000E+00   0.149113E+08   0.149113E+08   0.149115E+08  -0.526832E+00   0.110226E+08   0.110226E+08   0.110270E+01
   0.179170E-02   0.148487E+08   0.148483E+08   0.330196E+06   0.331041E+06   0.000000E+00   0.148487E+08   0.148487E+08   0.148488E+08  -0.524610E+00   0.109761E+08   0.109761E+08   0.120702E+01
   0.200226E-02   0.147763E+08   0.147759E+08   0.288261E+06   0.286389E+06   0.000000E+00   0.147763E+08   0.147763E+08   0.147764E+08  -0.522048E+00   0.109226E+08   0.109225E+08   0.132037E+01
   0.223756E-02   0.146931E+08   0.146925E+08   0.189317E+06   0.189616E+06   0.000000E+00   0.146930E+08   0.146930E+08   0.146931E+08  -0.519103E+00   0.108610E+08   0.108609E+08   0.144349E+01
   0.250052E-02   0.145978E+08   0.145970E+08   0.147344E+06   0.148297E+06   0.000000E+00   0.145977E+08   0.145977E+08   0.145977E+08  -0.515730E+00   0.107904E+08   0.107904E+08   0.157715E+01
   0.279438E-02   0.144890E+08   0.144880E+08   0.128586E+06   0.126572E+06   0.000000E+00   0.144888E+08   0.144888E+08   0.144889E+08  -0.511883E+00   0.107099E+08   0.107099E+08   0.172216E+01
   0.312277E-02   0.143653E+08   0.143642E+08   0.846260E+05   0.833192E+05   0.000000E+00   0.143651E+08   0.143651E+08   0.143652E+08  -0.507511E+00   0.106184E+08   0.106184E+08   0.187940E+01
   0.348976E-02   0.142253E+08   0.142239E+08   0.803709E+05   0.751804E+05   0.000000E+00   0.142251E+08   0.142251E+08   0.142251E+08  -0.502562E+00   0.105149E+08   0.105149E+08   0.204973E+01
   0.389987E-02   0.140675E+08   0.140658E+08   0.505691E+05   0.504630E+05   0.000000E+00   0.140672E+08   0.140672E+08   0.140673E+08  -0.496984E+00   0.103982E+08   0.103982E+08   0.223407E+01
   0.435818E-02   0.138904E+08   0.138882E+08   0.417267E+05   0.417048E+05   0.000000E+00   0.138900E+08   0.138900E+08   0.138901E+08  -0.490723E+00   0.102672E+08   0.102671E+08   0.243328E+01
   0.487035E-02   0.136923E+08   0.136896E+08   0.347623E+05   0.338471E+05   0.000000E+00   0.136919E+08   0.136919E+08   0.136919E+08  -0.483722E+00   0.101207E+08   0.101207E+08   0.264816E+01
   0.492476E-02   0.136713E+08   0.136686E+08   0.341191E+05   0.331708E+05   0.000000E+00   0.136709E+08   0.136709E+08   0.136709E+08  -0.482979E+00   0.101052E+08   0.101051E+08   0.267054E+01
   0.497979E-02   0.136501E+08   0.136473E+08   0.329049E+05   0.320512E+05   0.000000E+00   0.136496E+08   0.136496E+08   0.136496E+08  -0.482229E+00   0.100895E+08   0.100894E+08   0.269308E+01
   0.503543E-02   0.136286E+08   0.136257E+08   0.311992E+05   0.305695E+05   0.000000E+00   0.136282E+08   0.136282E+08   0.136282E+08  -0.481470E+00   0.100736E+08   0.100735E+08   0.271579E+01
   0.509169E-02   0.136069E+08   0.136040E+08   0.291936E+05   0.288898E+05   0.000000E+00   0.136064E+08   0.136064E+08   0.136065E+08  -0.480703E+00   0.100575E+08   0.100575E+08   0.273866E+01
   0.514858E-02   0.135850E+08   0.135820E+08   0.271546E+05   0.272238E+05   0.000000E+00   0.135845E+08   0.135845E+08   0.135845E+08  -0.479928E+00   0.100413E+08   0.100413E+08   0.276170E+01
   0.520610E-02   0.135628E+08   0.135598E+08   0.253671E+05   0.257832E+05   0.000000E+00   0.135623E+08   0.135623E+08   0.135623E+08  -0.479144E+00   0.100249E+08   0.100249E+08   0.278490E+01
   0.526427E-02   0.135404E+08   0.135373E+08   0.205760E+05   0.205759E+05   0.000000E+00   0.135399E+08   0.135399E+08   0.135399E+08  -0.478353E+00   0.100084E+08   0.100083E+08   0.280827E+01
   0.532309E-02   0.135178E+08   0.135146E+08   0.200902E+05   0.200901E+05   0.000000E+00   0.135173E+08   0.135173E+08   0.135173E+08  -0.477553E+00   0.999164E+07   0.999158E+07   0.283181E+01
   0.538256E-02   0.134950E+08   0.134917E+08   0.196154E+05   0.196153E+05   0.000000E+00   0.134944E+08   0.134944E+08   0.134944E+08  -0.476744E+00   0.997473E+07   0.997467E+07   0.285552E+01
   0.544270E-02   0.134718E+08   0.134685E+08   0.191515E+05   0.191514E+05   0.000000E+00   0.134713E+08   0.134713E+08   0.134713E+08  -0.475928E+00   0.995764E+07   0.995758E+07   0.287939E+01
   0.550352E-02   0.134485E+08   0.134451E+08   0.186981E+05   0.186981E+05   0.000000E+00   0.134479E+08   0.134479E+08   0.134479E+08  -0.475102E+00   0.994037E+07   0.994032E+07   0.290343E+01
   0.556501E-02   0.134249E+08   0.134214E+08   0.182551E+05   0.182551E+05   0.000000E+00   0.134243E+08   0.134243E+08   0.134243E+08  -0.474269E+00   0.992293E+07   0.992287E+07   0.292764E+01
   0.562719E-02   0.134011E+08   0.133975E+08   0.178222E+05   0.178222E+05   0.000000E+00   0.134005E+08   0.134005E+08   0.134005E+08  -0.473426E+00   0.990530E+07   0.990524E+07   0.295202E+01
   0.569006E-02   0.133770E+08   0.133734E+08   0.173993E+05   0.173992E+05   0.000000E+00   0.133764E+08   0.133764E+08   0.133764E+08  -0.472575E+00   0.988750E+07   0.988744E+07   0.297657E+01
   0.575363E-02   0.133527E+08   0.133490E+08   0.169859E+05   0.169858E+05   0.000000E+00   0.133521E+08   0.133521E+08   0.133521E+08  -0.471716E+00   0.986951E+07   0.986945E+07   0.300128E+01
   0.581792E-02   0.133281E+08   0.133243E+08   0.165821E+05   0.165820E+05   0.000000E+00   0.133275E+08   0.133275E+08   0.133275E+08  -0.470847E+00   0.985134E+07   0.985128E+07   0.302617E+01
   0.588292E-02   0.133033E+08   0.132994E+08   0.161874E+05   0.161874E+05   0.000000E+00   0.133027E+08   0.133027E+08   0.133027E+08  -0.469970E+00   0.983298E+07   0.983292E+07   0.305122E+01
   0.594865E-02   0.132782E+08   0.132743E+08   0.158018E+05   0.158018E+05   0.000000E+00   0.132776E+08   0.132776E+08   0.132776E+08  -0.469083E+00   0.981444E+07   0.981438E+07   0.307644E+01
   0.601512E-02   0.132529E+08   0.132489E+08   0.154251E+05   0.154250E+05   0.000000E+00   0.132522E+08   0.132522E+08   0.132522E+08  -0.468188E+00   0.979571E+07   0.979565E+07   0.310184E+01
   0.608233E-02   0.132273E+08   0.132232E+08   0.150570E+05   0.150569E+05   0.000000E+00   0.132267E+08   0.132267E+08   0.132267E+08  -0.467284E+00   0.977680E+07   0.977673E+07   0.312740E+01
   0.615028E-02   0.132015E+08   0.131973E+08   0.146973E+05   0.146972E+05   0.000000E+00   0.132008E+08   0.132008E+08   0.132008E+08  -0.466371E+00   0.975769E+07   0.975762E+07   0.315313E+01
   0.621900E-02   0.131754E+08   0.131711E+08   0.143459E+05   0.143458E+05   0.000000E+00   0.131747E+08   0.131747E+08   0.131747E+08  -0.465449E+00   0.973839E+07   0.973833E+07   0.317903E+01
   0.628849E-02   0.131491E+08   0.131447E+08   0.140025E+05   0.140025E+05   0.000000E+00   0.131483E+08   0.131483E+08   0.131483E+08  -0.464517E+00   0.971891E+07   0.971884E+07   0.320510E+01
   0.635875E-02   0.131224E+08   0.131180E+08   0.136671E+05   0.136670E+05   0.000000E+00   0.131217E+08   0.131217E+08   0.131217E+08  -0.463577E+00   0.969923E+07   0.969916E+07   0.323133E+01
   0.642980E-02   0.130956E+08   0.130910E+08   0.133393E+05   0.133393E+05   0.000000E+00   0.130948E+08   0.130948E+08   0.130948E+08  -0.462627E+00   0.967935E+07   0.967928E+07   0.325774E+01
   0.650164E-02   0.130684E+08   0.130638E+08   0.130191E+05   0.130191E+05   0.000000E+00   0.130677E+08   0.130677E+08   0.130677E+08  -0.461668E+00   0.965928E+07   0.965921E+07   0.328431E+01
   0.657428E-02   0.130410E+08   0.130363E+08   0.127063E+05   0.127063E+05   0.000000E+00   0.130403E+08   0.130403E+08   0.130403E+08  -0.460699E+00   0.963902E+07   0.963894E+07   0.331105E+01
   0.664773E-02   0.130134E+08   0.130085E+08   0.124007E+05   0.124006E+05   0.000000E+00   0.130126E+08   0.130126E+08   0.130126E+08  -0.459721E+00   0.961856E+07   0.961848E+07   0.333796E+01
   0.672201E-02   0.129854E+08   0.129805E+08   0.121021E+05   0.121021E+05   0.000000E+00   0.129846E+08   0.129846E+08   0.129846E+08  -0.458734E+00   0.959790E+07   0.959782E+07   0.336503E+01
   0.679711E-02   0.129572E+08   0.129522E+08   0.118104E+05   0.118104E+05   0.000000E+00   0.129564E+08   0.129564E+08   0.129564E+08  -0.457737E+00   0.957704E+07   0.957696E+07   0.339226E+01
   0.687306E-02   0.129288E+08   0.129236E+08   0.115255E+05   0.115254E+05   0.000000E+00   0.129279E+08   0.129279E+08   0.129279E+08  -0.456730E+00   0.955598E+07   0.955589E+07   0.341967E+01
   0.694985E-02   0.129000E+08   0.128947E+08   0.112471E+05   0.112471E+05   0.000000E+00   0.128992E+08   0.128992E+08   0.128992E+08  -0.455714E+00   0.953471E+07   0.953463E+07   0.344723E+01
   0.702750E-02   0.128710E+08   0.128656E+08   0.109752E+05   0.109751E+05   0.000000E+00   0.128701E+08   0.128701E+08   0.128701E+08  -0.454688E+00   0.951325E+07   0.951316E+07   0.347496E+01
   0.710602E-02   0.128417E+08   0.128362E+08   0.107095E+05   0.107095E+05   0.000000E+00   0.128408E+08   0.128408E+08   0.128408E+08  -0.453652E+00   0.949158E+07   0.949149E+07   0.350285E+01
   0.718542E-02   0.128121E+08   0.128065E+08   0.104500E+05   0.104500E+05   0.000000E+00   0.128112E+08   0.128112E+08   0.128112E+08  -0.452606E+00   0.946970E+07   0.946961E+07   0.353090E+01
   0.726570E-02   0.127823E+08   0.127765E+08   0.101965E+05   0.101965E+05   0.000000E+00   0.127813E+08   0.127813E+08   0.127813E+08  -0.451551E+00   0.944762E+07   0.944753E+07   0.355911E+01
   0.734688E-02   0.127521E+08   0.127463E+08   0.994893E+04   0.994889E+04   0.000000E+00   0.127512E+08   0.127512E+08   0.127512E+08  -0.450486E+00   0.942533E+07   0.942524E+07   0.358748E+01
   0.742897E-02   0.127217E+08   0.127157E+08   0.970706E+04   0.970702E+04   0.000000E+00   0.127207E+08   0.127207E+08   0.127207E+08  -0.449410E+00   0.940284E+07   0.940274E+07   0.361600E+01
   0.751197E-02   0.126910E+08   0.126849E+08   0.947081E+04   0.947077E+04   0.000000E+00   0.126900E+08   0.126900E+08   0.126900E+08  -0.448325E+00   0.938013E+07   0.938003E+07   0.364468E+01
   0.759591E-02   0.126600E+08   0.126538E+08   0.924004E+04   0.924000E+04   0.000000E+00   0.126590E+08   0.126590E+08   0.126590E+08  -0.447230E+00   0.935721E+07   0.935711E+07   0.367351E+01
   0.768078E-02   0.126288E+08   0.126224E+08   0.901464E+04   0.901460E+04   0.000000E+00   0.126277E+08   0.126277E+08   0.126277E+08  -0.446124E+00   0.933408E+07   0.933398E+07   0.370250E+01
   0.776659E-02   0.125972E+08   0.125907E+08   0.879448E+04   0.879444E+04   0.000000E+00   0.125962E+08   0.125962E+08   0.125962E+08  -0.445009E+00   0.931074E+07   0.931064E+07   0.373163E+01
   0.785337E-02   0.125654E+08   0.125587E+08   0.857945E+04   0.857941E+04   0.000000E+00   0.125643E+08   0.125643E+08   0.125643E+08  -0.443883E+00   0.928718E+07   0.928708E+07   0.376092E+01
   0.794112E-02   0.125332E+08   0.125265E+08   0.836942E+04   0.836938E+04   0.000000E+00   0.125321E+08   0.125321E+08   0.125321E+08  -0.442747E+00   0.926341E+07   0.926330E+07   0.379035E+01
   0.802984E-02   0.125008E+08   0.124939E+08   0.816429E+04   0.816425E+04   0.000000E+00   0.124997E+08   0.124997E+08   0.124997E+08  -0.441600E+00   0.923942E+07   0.923931E+07   0.381992E+01
   0.811956E-02   0.124681E+08   0.124610E+08   0.796395E+04   0.796391E+04   0.000000E+00   0.124669E+08   0.124669E+08   0.124669E+08  -0.440443E+00   0.921521E+07   0.921510E+07   0.384964E+01
   0.821028E-02   0.124351E+08   0.124279E+08   0.776828E+04   0.776825E+04   0.000000E+00   0.124339E+08   0.124339E+08   0.124339E+08  -0.439276E+00   0.919079E+07   0.919068E+07   0.387949E+01
   0.830201E-02   0.124017E+08   0.123944E+08   0.757719E+04   0.757715E+04   0.000000E+00   0.124005E+08   0.124005E+08   0.124005E+08  -0.438098E+00   0.916614E+07   0.916603E+07   0.390949E+01
   0.839477E-02   0.123681E+08   0.123606E+08   0.739056E+04   0.739053E+04   0.000000E+00   0.123669E+08   0.123669E+08   0.123669E+08  -0.436909E+00   0.914128E+07   0.914116E+07   0.393961E+01
   0.848857E-02   0.123342E+08   0.123266E+08   0.720830E+04   0.720827E+04   0.000000E+00   0.123330E+08   0.123330E+08   0.123330E+08  -0.435710E+00   0.911619E+07   0.911607E+07   0.396987E+01
   0.858341E-02   0.123000E+08   0.122922E+08   0.703031E+04   0.703028E+04   0.000000E+00   0.122987E+08   0.122987E+08   0.122987E+08  -0.434500E+00   0.909087E+07   0.909076E+07   0.400026E+01
   0.867932E-02   0.122655E+08   0.122575E+08   0.685649E+04   0.685646E+04   0.000000E+00   0.122642E+08   0.122642E+08   0.122642E+08  -0.433280E+00   0.906534E+07   0.906522E+07   0.403077E+01
   0.877629E-02   0.122306E+08   0.122225E+08   0.668675E+04   0.668672E+04   0.000000E+00   0.122293E+08   0.122293E+08   0.122293E+08  -0.432048E+00   0.903958E+07   0.903945E+07   0.406140E+01
   0.887435E-02   0.121955E+08   0.121872E+08   0.652100E+04   0.652097E+04   0.000000E+00   0.121941E+08   0.121941E+08   0.121942E+08  -0.430806E+00   0.901359E+07   0.901346E+07   0.409215E+01
