#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.253131E+07   0.253131E+07   0.336508E+07   0.336496E+07   0.000000E+00   0.253131E+07   0.253131E+07   0.254128E+07  -0.600354E+00   0.252536E+07   0.252536E+07   0.345106E+00
   0.798228E-04   0.253128E+07   0.253128E+07   0.336256E+07   0.336241E+07   0.000000E+00   0.253128E+07   0.253128E+07   0.254125E+07  -0.600345E+00   0.252534E+07   0.252534E+07   0.385644E+00
   0.892035E-04   0.253125E+07   0.253125E+07   0.335942E+07   0.335924E+07   0.000000E+00   0.253125E+07   0.253125E+07   0.254121E+07  -0.600335E+00   0.252531E+07   0.252531E+07   0.430938E+00
   0.996866E-04   0.253121E+07   0.253121E+07   0.335550E+07   0.335527E+07   0.000000E+00   0.253121E+07   0.253121E+07   0.254116E+07  -0.600323E+00   0.252527E+07   0.252527E+07   0.481546E+00
   0.111402E-03   0.253116E+07   0.253116E+07   0.335061E+07   0.335032E+07   0.000000E+00   0.253116E+07   0.253116E+07   0.254110E+07  -0.600307E+00   0.252522E+07   0.252522E+07   0.538086E+00
   0.124493E-03   0.253110E+07   0.253110E+07   0.334451E+07   0.334416E+07   0.000000E+00   0.253110E+07   0.253110E+07   0.254102E+07  -0.600287E+00   0.252516E+07   0.252516E+07   0.601250E+00
   0.139124E-03   0.253103E+07   0.253102E+07   0.333691E+07   0.333647E+07   0.000000E+00   0.253103E+07   0.253103E+07   0.254092E+07  -0.600262E+00   0.252509E+07   0.252509E+07   0.671810E+00
   0.155474E-03   0.253093E+07   0.253093E+07   0.332744E+07   0.332690E+07   0.000000E+00   0.253093E+07   0.253093E+07   0.254079E+07  -0.600231E+00   0.252499E+07   0.252499E+07   0.750622E+00
   0.173745E-03   0.253081E+07   0.253081E+07   0.331566E+07   0.331497E+07   0.000000E+00   0.253081E+07   0.253081E+07   0.254064E+07  -0.600193E+00   0.252488E+07   0.252488E+07   0.838643E+00
   0.194163E-03   0.253066E+07   0.253066E+07   0.330099E+07   0.330014E+07   0.000000E+00   0.253066E+07   0.253066E+07   0.254045E+07  -0.600145E+00   0.252473E+07   0.252473E+07   0.936932E+00
   0.216981E-03   0.253048E+07   0.253047E+07   0.328275E+07   0.328170E+07   0.000000E+00   0.253048E+07   0.253048E+07   0.254021E+07  -0.600085E+00   0.252455E+07   0.252455E+07   0.104667E+01
