#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.834067E+07   0.834067E+07   0.110077E+08   0.110073E+08   0.000000E+00   0.834067E+07   0.834067E+07   0.835046E+07  -0.590607E+00   0.794888E+07   0.794888E+07   0.115106E+00
   0.798228E-04   0.834056E+07   0.834056E+07   0.109795E+08   0.109790E+08   0.000000E+00   0.834056E+07   0.834056E+07   0.835032E+07  -0.590596E+00   0.794877E+07   0.794877E+07   0.128614E+00
   0.892035E-04   0.834041E+07   0.834041E+07   0.109444E+08   0.109438E+08   0.000000E+00   0.834041E+07   0.834041E+07   0.835014E+07  -0.590583E+00   0.794864E+07   0.794864E+07   0.143702E+00
   0.996866E-04   0.834023E+07   0.834022E+07   0.109008E+08   0.109000E+08   0.000000E+00   0.834023E+07   0.834023E+07   0.834992E+07  -0.590566E+00   0.794846E+07   0.794846E+07   0.160552E+00
   0.111402E-03   0.834000E+07   0.834000E+07   0.108465E+08   0.108455E+08   0.000000E+00   0.834000E+07   0.834000E+07   0.834964E+07  -0.590546E+00   0.794825E+07   0.794825E+07   0.179369E+00
   0.124493E-03   0.833971E+07   0.833971E+07   0.107790E+08   0.107778E+08   0.000000E+00   0.833971E+07   0.833971E+07   0.834930E+07  -0.590520E+00   0.794798E+07   0.794798E+07   0.200376E+00
   0.139124E-03   0.833936E+07   0.833935E+07   0.106954E+08   0.106939E+08   0.000000E+00   0.833935E+07   0.833935E+07   0.834887E+07  -0.590488E+00   0.794764E+07   0.794764E+07   0.223824E+00
   0.155474E-03   0.833891E+07   0.833891E+07   0.105917E+08   0.105899E+08   0.000000E+00   0.833891E+07   0.833891E+07   0.834833E+07  -0.590448E+00   0.794723E+07   0.794723E+07   0.249989E+00
   0.173745E-03   0.833836E+07   0.833835E+07   0.104636E+08   0.104614E+08   0.000000E+00   0.833836E+07   0.833836E+07   0.834766E+07  -0.590398E+00   0.794671E+07   0.794671E+07   0.279174E+00
   0.194163E-03   0.833767E+07   0.833766E+07   0.103057E+08   0.103029E+08   0.000000E+00   0.833767E+07   0.833767E+07   0.834683E+07  -0.590336E+00   0.794606E+07   0.794606E+07   0.311714E+00
   0.216981E-03   0.833681E+07   0.833680E+07   0.101116E+08   0.101082E+08   0.000000E+00   0.833681E+07   0.833681E+07   0.834580E+07  -0.590259E+00   0.794525E+07   0.794525E+07   0.347974E+00
   0.242480E-03   0.833574E+07   0.833573E+07   0.987412E+07   0.987000E+07   0.000000E+00   0.833573E+07   0.833573E+07   0.834451E+07  -0.590163E+00   0.794424E+07   0.794424E+07   0.388352E+00
   0.270976E-03   0.833440E+07   0.833440E+07   0.958490E+07   0.957997E+07   0.000000E+00   0.833440E+07   0.833440E+07   0.834292E+07  -0.590045E+00   0.794298E+07   0.794298E+07   0.433277E+00
   0.302821E-03   0.833275E+07   0.833274E+07   0.923498E+07   0.922913E+07   0.000000E+00   0.833275E+07   0.833275E+07   0.834096E+07  -0.589898E+00   0.794142E+07   0.794142E+07   0.483212E+00
   0.338408E-03   0.833070E+07   0.833068E+07   0.881503E+07   0.880817E+07   0.000000E+00   0.833069E+07   0.833069E+07   0.833853E+07  -0.589716E+00   0.793948E+07   0.793948E+07   0.538646E+00
   0.378178E-03   0.832815E+07   0.832813E+07   0.831614E+07   0.830825E+07   0.000000E+00   0.832815E+07   0.832815E+07   0.833554E+07  -0.589493E+00   0.793708E+07   0.793708E+07   0.600093E+00
   0.422621E-03   0.832500E+07   0.832498E+07   0.773106E+07   0.772219E+07   0.000000E+00   0.832500E+07   0.832500E+07   0.833187E+07  -0.589219E+00   0.793410E+07   0.793410E+07   0.668087E+00
   0.472287E-03   0.832111E+07   0.832108E+07   0.705606E+07   0.704638E+07   0.000000E+00   0.832111E+07   0.832111E+07   0.832738E+07  -0.588883E+00   0.793041E+07   0.793041E+07   0.743168E+00
