#           k/h    P           
    0.71429E-04    0.22495E+00
    0.79823E-04    0.25055E+00
    0.89203E-04    0.27906E+00
    0.99687E-04    0.31081E+00
    0.11140E-03    0.34617E+00
    0.12449E-03    0.38555E+00
    0.13912E-03    0.42942E+00
    0.15547E-03    0.47827E+00
    0.17374E-03    0.53267E+00
    0.19416E-03    0.59325E+00
    0.21698E-03    0.66072E+00
    0.24248E-03    0.73584E+00
    0.27098E-03    0.81948E+00
    0.30282E-03    0.91261E+00
    0.33841E-03    0.10163E+01
    0.37818E-03    0.11317E+01
    0.42262E-03    0.12601E+01
    0.47229E-03    0.14030E+01
    0.52779E-03    0.15620E+01
    0.58982E-03    0.17388E+01
    0.65913E-03    0.19354E+01
    0.73659E-03    0.21538E+01
    0.82315E-03    0.23964E+01
    0.91989E-03    0.26656E+01
    0.10280E-02    0.29641E+01
    0.11488E-02    0.32947E+01
    0.12838E-02    0.36604E+01
    0.14347E-02    0.40642E+01
    0.16033E-02    0.45092E+01
    0.17917E-02    0.49984E+01
    0.20023E-02    0.55345E+01
    0.22376E-02    0.61198E+01
    0.25005E-02    0.67562E+01
    0.27944E-02    0.74442E+01
    0.31228E-02    0.81837E+01
    0.34898E-02    0.89726E+01
    0.38999E-02    0.98076E+01
    0.43582E-02    0.10683E+02
    0.48703E-02    0.11592E+02
    0.49248E-02    0.11685E+02
    0.49798E-02    0.11777E+02
    0.50354E-02    0.11870E+02
    0.50917E-02    0.11963E+02
    0.51486E-02    0.12056E+02
    0.52061E-02    0.12150E+02
    0.52643E-02    0.12243E+02
    0.53231E-02    0.12337E+02
    0.53826E-02    0.12431E+02
    0.54427E-02    0.12525E+02
    0.55035E-02    0.12620E+02
    0.55650E-02    0.12714E+02
    0.56272E-02    0.12808E+02
    0.56901E-02    0.12903E+02
    0.57536E-02    0.12998E+02
    0.58179E-02    0.13092E+02
    0.58829E-02    0.13187E+02
    0.59487E-02    0.13282E+02
    0.60151E-02    0.13377E+02
    0.60823E-02    0.13471E+02
    0.61503E-02    0.13566E+02
    0.62190E-02    0.13661E+02
    0.62885E-02    0.13756E+02
    0.63587E-02    0.13851E+02
    0.64298E-02    0.13945E+02
    0.65016E-02    0.14040E+02
    0.65743E-02    0.14135E+02
    0.66477E-02    0.14229E+02
    0.67220E-02    0.14323E+02
    0.67971E-02    0.14417E+02
    0.68731E-02    0.14511E+02
    0.69499E-02    0.14605E+02
    0.70275E-02    0.14699E+02
    0.71060E-02    0.14792E+02
    0.71854E-02    0.14885E+02
    0.72657E-02    0.14978E+02
    0.73469E-02    0.15071E+02
    0.74290E-02    0.15163E+02
    0.75120E-02    0.15255E+02
    0.75959E-02    0.15347E+02
    0.76808E-02    0.15438E+02
    0.77666E-02    0.15529E+02
    0.78534E-02    0.15619E+02
    0.79411E-02    0.15709E+02
    0.80298E-02    0.15799E+02
    0.81196E-02    0.15888E+02
    0.82103E-02    0.15977E+02
    0.83020E-02    0.16065E+02
    0.83948E-02    0.16153E+02
    0.84886E-02    0.16240E+02
    0.85834E-02    0.16326E+02
    0.86793E-02    0.16412E+02
    0.87763E-02    0.16497E+02
    0.88743E-02    0.16581E+02
    0.89735E-02    0.16665E+02
    0.90738E-02    0.16748E+02
    0.91751E-02    0.16830E+02
    0.92777E-02    0.16911E+02
    0.93813E-02    0.16992E+02
    0.94861E-02    0.17071E+02
    0.95921E-02    0.17150E+02
