#           k/h    P           
    0.71429E-04    0.53266E-01
    0.79823E-04    0.59327E-01
    0.89203E-04    0.66078E-01
    0.99687E-04    0.73597E-01
    0.11140E-03    0.81971E-01
    0.12449E-03    0.91298E-01
    0.13912E-03    0.10169E+00
    0.15547E-03    0.11325E+00
    0.17374E-03    0.12614E+00
    0.19416E-03    0.14049E+00
    0.21698E-03    0.15647E+00
    0.24248E-03    0.17426E+00
    0.27098E-03    0.19408E+00
    0.30282E-03    0.21614E+00
    0.33841E-03    0.24071E+00
    0.37818E-03    0.26807E+00
    0.42262E-03    0.29852E+00
    0.47229E-03    0.33241E+00
    0.52779E-03    0.37013E+00
    0.58982E-03    0.41210E+00
    0.65913E-03    0.45879E+00
    0.73659E-03    0.51071E+00
    0.82315E-03    0.56843E+00
    0.91989E-03    0.63256E+00
    0.10280E-02    0.70377E+00
    0.11488E-02    0.78278E+00
    0.12838E-02    0.87037E+00
    0.14347E-02    0.96736E+00
    0.16033E-02    0.10746E+01
    0.17917E-02    0.11930E+01
    0.20023E-02    0.13233E+01
    0.22376E-02    0.14665E+01
    0.25005E-02    0.16231E+01
    0.27944E-02    0.17939E+01
    0.31228E-02    0.19791E+01
    0.34898E-02    0.21787E+01
    0.38999E-02    0.23922E+01
    0.43582E-02    0.26185E+01
    0.48703E-02    0.28558E+01
    0.49248E-02    0.28800E+01
    0.49798E-02    0.29043E+01
    0.50354E-02    0.29287E+01
    0.50917E-02    0.29532E+01
    0.51486E-02    0.29777E+01
    0.52061E-02    0.30023E+01
    0.52643E-02    0.30270E+01
    0.53231E-02    0.30517E+01
    0.53826E-02    0.30765E+01
    0.54427E-02    0.31014E+01
    0.55035E-02    0.31263E+01
    0.55650E-02    0.31512E+01
    0.56272E-02    0.31762E+01
    0.56901E-02    0.32012E+01
    0.57536E-02    0.32262E+01
    0.58179E-02    0.32513E+01
    0.58829E-02    0.32764E+01
    0.59487E-02    0.33015E+01
    0.60151E-02    0.33266E+01
    0.60823E-02    0.33517E+01
    0.61503E-02    0.33769E+01
    0.62190E-02    0.34020E+01
