#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.196419E+08   0.196419E+08   0.254973E+08   0.254963E+08   0.000000E+00   0.196419E+08   0.196419E+08   0.196495E+08  -0.463098E+00   0.984421E+07   0.984421E+07   0.408172E-01
   0.798228E-04   0.196416E+08   0.196416E+08   0.253273E+08   0.253260E+08   0.000000E+00   0.196416E+08   0.196416E+08   0.196491E+08  -0.463088E+00   0.984404E+07   0.984404E+07   0.455997E-01
   0.892035E-04   0.196411E+08   0.196411E+08   0.251164E+08   0.251148E+08   0.000000E+00   0.196411E+08   0.196411E+08   0.196486E+08  -0.463075E+00   0.984383E+07   0.984383E+07   0.509387E-01
   0.996866E-04   0.196406E+08   0.196406E+08   0.248553E+08   0.248534E+08   0.000000E+00   0.196406E+08   0.196406E+08   0.196480E+08  -0.463059E+00   0.984356E+07   0.984356E+07   0.568973E-01
   0.111402E-03   0.196400E+08   0.196400E+08   0.245327E+08   0.245304E+08   0.000000E+00   0.196400E+08   0.196400E+08   0.196472E+08  -0.463040E+00   0.984323E+07   0.984323E+07   0.635453E-01
   0.124493E-03   0.196392E+08   0.196392E+08   0.241352E+08   0.241323E+08   0.000000E+00   0.196392E+08   0.196392E+08   0.196463E+08  -0.463015E+00   0.984281E+07   0.984281E+07   0.709596E-01
   0.139124E-03   0.196381E+08   0.196381E+08   0.236470E+08   0.236435E+08   0.000000E+00   0.196381E+08   0.196381E+08   0.196451E+08  -0.462985E+00   0.984229E+07   0.984229E+07   0.792246E-01
   0.155474E-03   0.196369E+08   0.196369E+08   0.230500E+08   0.230457E+08   0.000000E+00   0.196369E+08   0.196369E+08   0.196437E+08  -0.462947E+00   0.984165E+07   0.984165E+07   0.884323E-01
   0.173745E-03   0.196353E+08   0.196353E+08   0.223238E+08   0.223187E+08   0.000000E+00   0.196353E+08   0.196353E+08   0.196419E+08  -0.462900E+00   0.984085E+07   0.984085E+07   0.986828E-01
   0.194163E-03   0.196333E+08   0.196333E+08   0.214462E+08   0.214402E+08   0.000000E+00   0.196333E+08   0.196333E+08   0.196397E+08  -0.462842E+00   0.983985E+07   0.983985E+07   0.110084E+00
   0.216981E-03   0.196309E+08   0.196309E+08   0.203947E+08   0.203876E+08   0.000000E+00   0.196309E+08   0.196309E+08   0.196370E+08  -0.462770E+00   0.983861E+07   0.983861E+07   0.122751E+00
   0.242480E-03   0.196279E+08   0.196279E+08   0.191480E+08   0.191399E+08   0.000000E+00   0.196279E+08   0.196279E+08   0.196336E+08  -0.462682E+00   0.983707E+07   0.983707E+07   0.136807E+00
   0.270976E-03   0.196242E+08   0.196241E+08   0.176895E+08   0.176805E+08   0.000000E+00   0.196241E+08   0.196241E+08   0.196294E+08  -0.462574E+00   0.983516E+07   0.983516E+07   0.152380E+00
   0.302821E-03   0.196195E+08   0.196195E+08   0.160124E+08   0.160026E+08   0.000000E+00   0.196195E+08   0.196195E+08   0.196243E+08  -0.462441E+00   0.983280E+07   0.983280E+07   0.169603E+00
   0.338408E-03   0.196138E+08   0.196138E+08   0.141254E+08   0.141153E+08   0.000000E+00   0.196138E+08   0.196138E+08   0.196180E+08  -0.462278E+00   0.982989E+07   0.982989E+07   0.188610E+00
   0.378178E-03   0.196068E+08   0.196068E+08   0.120611E+08   0.120512E+08   0.000000E+00   0.196068E+08   0.196068E+08   0.196104E+08  -0.462082E+00   0.982631E+07   0.982631E+07   0.209539E+00
   0.422621E-03   0.195982E+08   0.195982E+08   0.988360E+07   0.987487E+07   0.000000E+00   0.195982E+08   0.195982E+08   0.196011E+08  -0.461844E+00   0.982192E+07   0.982192E+07   0.232523E+00
   0.472287E-03   0.195877E+08   0.195876E+08   0.769405E+07   0.768741E+07   0.000000E+00   0.195877E+08   0.195877E+08   0.195899E+08  -0.461559E+00   0.981654E+07   0.981654E+07   0.257701E+00
   0.527790E-03   0.195749E+08   0.195748E+08   0.562852E+07   0.562490E+07   0.000000E+00   0.195748E+08   0.195748E+08   0.195765E+08  -0.461220E+00   0.981000E+07   0.981000E+07   0.285208E+00
   0.589815E-03   0.195593E+08   0.195593E+08   0.384247E+07   0.384237E+07   0.000000E+00   0.195593E+08   0.195593E+08   0.195605E+08  -0.460817E+00   0.980209E+07   0.980209E+07   0.315191E+00
   0.659130E-03   0.195406E+08   0.195406E+08   0.247608E+07   0.247909E+07   0.000000E+00   0.195406E+08   0.195406E+08   0.195414E+08  -0.460344E+00   0.979256E+07   0.979256E+07   0.347817E+00
   0.736590E-03   0.195182E+08   0.195182E+08   0.160202E+07   0.160656E+07   0.000000E+00   0.195182E+08   0.195182E+08   0.195187E+08  -0.459788E+00   0.978116E+07   0.978116E+07   0.383282E+00
   0.823153E-03   0.194915E+08   0.194915E+08   0.117342E+07   0.117698E+07   0.000000E+00   0.194915E+08   0.194915E+08   0.194919E+08  -0.459138E+00   0.976760E+07   0.976759E+07   0.421827E+00
   0.919889E-03   0.194599E+08   0.194598E+08   0.101139E+07   0.101183E+07   0.000000E+00   0.194599E+08   0.194599E+08   0.194602E+08  -0.458378E+00   0.975155E+07   0.975155E+07   0.463742E+00
   0.102799E-02   0.194225E+08   0.194224E+08   0.877690E+06   0.875101E+06   0.000000E+00   0.194225E+08   0.194225E+08   0.194227E+08  -0.457488E+00   0.973267E+07   0.973266E+07   0.509353E+00
   0.114880E-02   0.193786E+08   0.193784E+08   0.629295E+06   0.626682E+06   0.000000E+00   0.193786E+08   0.193786E+08   0.193788E+08  -0.456446E+00   0.971053E+07   0.971052E+07   0.559004E+00
   0.128381E-02   0.193272E+08   0.193270E+08   0.336358E+06   0.336870E+06   0.000000E+00   0.193271E+08   0.193271E+08   0.193272E+08  -0.455228E+00   0.968466E+07   0.968465E+07   0.613041E+00
   0.143468E-02   0.192672E+08   0.192669E+08   0.180646E+06   0.182972E+06   0.000000E+00   0.192671E+08   0.192671E+08   0.192672E+08  -0.453809E+00   0.965451E+07   0.965451E+07   0.671819E+00
   0.160328E-02   0.191975E+08   0.191971E+08   0.173011E+06   0.172745E+06   0.000000E+00   0.191974E+08   0.191974E+08   0.191975E+08  -0.452162E+00   0.961948E+07   0.961948E+07   0.735729E+00
   0.179170E-02   0.191167E+08   0.191163E+08   0.127529E+06   0.125804E+06   0.000000E+00   0.191166E+08   0.191166E+08   0.191166E+08  -0.450257E+00   0.957894E+07   0.957894E+07   0.805211E+00
   0.200226E-02   0.190234E+08   0.190230E+08   0.371510E+05   0.383592E+05   0.000000E+00   0.190234E+08   0.190234E+08   0.190234E+08  -0.448058E+00   0.953217E+07   0.953216E+07   0.880723E+00
   0.223756E-02   0.189162E+08   0.189156E+08   0.388707E+05   0.386381E+05   0.000000E+00   0.189161E+08   0.189161E+08   0.189162E+08  -0.445531E+00   0.947840E+07   0.947840E+07   0.962746E+00
   0.250052E-02   0.187934E+08   0.187927E+08   0.194501E+05   0.174227E+05   0.000000E+00   0.187933E+08   0.187933E+08   0.187933E+08  -0.442636E+00   0.941683E+07   0.941682E+07   0.105180E+01
   0.279438E-02   0.186533E+08   0.186524E+08   0.321116E+04   0.487275E+03   0.000000E+00   0.186532E+08   0.186532E+08   0.186532E+08  -0.439334E+00   0.934658E+07   0.934657E+07   0.114843E+01
   0.312277E-02   0.184941E+08   0.184929E+08   0.418385E+04  -0.710577E+03   0.000000E+00   0.184939E+08   0.184939E+08   0.184939E+08  -0.435582E+00   0.926675E+07   0.926674E+07   0.125322E+01
   0.348976E-02   0.183138E+08   0.183124E+08  -0.601021E+04  -0.532388E+04   0.000000E+00   0.183136E+08   0.183136E+08   0.183136E+08  -0.431335E+00   0.917640E+07   0.917638E+07   0.136674E+01
   0.389987E-02   0.181107E+08   0.181089E+08  -0.111523E+05  -0.112997E+05   0.000000E+00   0.181104E+08   0.181104E+08   0.181104E+08  -0.426548E+00   0.907455E+07   0.907453E+07   0.148961E+01
   0.435818E-02   0.178826E+08   0.178804E+08  -0.628744E+04  -0.708080E+04   0.000000E+00   0.178822E+08   0.178822E+08   0.178822E+08  -0.421174E+00   0.896021E+07   0.896019E+07   0.162239E+01
   0.487035E-02   0.176276E+08   0.176249E+08  -0.228505E+05  -0.228578E+05   0.000000E+00   0.176271E+08   0.176271E+08   0.176271E+08  -0.415165E+00   0.883240E+07   0.883237E+07   0.176562E+01
   0.492476E-02   0.176005E+08   0.175977E+08  -0.223139E+05  -0.223211E+05   0.000000E+00   0.176001E+08   0.176001E+08   0.176001E+08  -0.414528E+00   0.881883E+07   0.881881E+07   0.178053E+01
   0.497979E-02   0.175732E+08   0.175703E+08  -0.217896E+05  -0.217966E+05   0.000000E+00   0.175727E+08   0.175727E+08   0.175727E+08  -0.413884E+00   0.880512E+07   0.880510E+07   0.179556E+01
   0.503543E-02   0.175455E+08   0.175426E+08  -0.212772E+05  -0.212840E+05   0.000000E+00   0.175451E+08   0.175451E+08   0.175450E+08  -0.413232E+00   0.879127E+07   0.879124E+07   0.181069E+01
   0.509169E-02   0.175176E+08   0.175146E+08  -0.207764E+05  -0.207831E+05   0.000000E+00   0.175171E+08   0.175171E+08   0.175171E+08  -0.412574E+00   0.877726E+07   0.877724E+07   0.182594E+01
   0.514858E-02   0.174894E+08   0.174863E+08  -0.202870E+05  -0.202935E+05   0.000000E+00   0.174889E+08   0.174889E+08   0.174889E+08  -0.411909E+00   0.876311E+07   0.876308E+07   0.184130E+01
   0.520610E-02   0.174608E+08   0.174577E+08  -0.198088E+05  -0.198151E+05   0.000000E+00   0.174603E+08   0.174603E+08   0.174603E+08  -0.411236E+00   0.874881E+07   0.874878E+07   0.185676E+01
   0.526427E-02   0.174320E+08   0.174288E+08  -0.193414E+05  -0.193476E+05   0.000000E+00   0.174315E+08   0.174315E+08   0.174315E+08  -0.410557E+00   0.873436E+07   0.873433E+07   0.187234E+01
   0.532309E-02   0.174029E+08   0.173996E+08  -0.188847E+05  -0.188908E+05   0.000000E+00   0.174023E+08   0.174023E+08   0.174023E+08  -0.409871E+00   0.871975E+07   0.871972E+07   0.188803E+01
   0.538256E-02   0.173734E+08   0.173701E+08  -0.184384E+05  -0.184443E+05   0.000000E+00   0.173729E+08   0.173729E+08   0.173729E+08  -0.409177E+00   0.870499E+07   0.870496E+07   0.190383E+01
   0.544270E-02   0.173437E+08   0.173403E+08  -0.180023E+05  -0.180080E+05   0.000000E+00   0.173431E+08   0.173431E+08   0.173431E+08  -0.408476E+00   0.869008E+07   0.869005E+07   0.191975E+01
   0.550352E-02   0.173136E+08   0.173102E+08  -0.175761E+05  -0.175817E+05   0.000000E+00   0.173130E+08   0.173130E+08   0.173130E+08  -0.407768E+00   0.867501E+07   0.867498E+07   0.193577E+01
   0.556501E-02   0.172832E+08   0.172797E+08  -0.171597E+05  -0.171652E+05   0.000000E+00   0.172827E+08   0.172827E+08   0.172827E+08  -0.407052E+00   0.865978E+07   0.865975E+07   0.195191E+01
   0.562719E-02   0.172526E+08   0.172490E+08  -0.167527E+05  -0.167581E+05   0.000000E+00   0.172520E+08   0.172520E+08   0.172520E+08  -0.406329E+00   0.864440E+07   0.864437E+07   0.196816E+01
   0.569006E-02   0.172216E+08   0.172179E+08  -0.163551E+05  -0.163603E+05   0.000000E+00   0.172210E+08   0.172210E+08   0.172209E+08  -0.405599E+00   0.862887E+07   0.862883E+07   0.198452E+01
   0.575363E-02   0.171902E+08   0.171865E+08  -0.159665E+05  -0.159716E+05   0.000000E+00   0.171896E+08   0.171896E+08   0.171896E+08  -0.404861E+00   0.861317E+07   0.861313E+07   0.200100E+01
   0.581792E-02   0.171586E+08   0.171548E+08  -0.155869E+05  -0.155919E+05   0.000000E+00   0.171580E+08   0.171580E+08   0.171580E+08  -0.404115E+00   0.859731E+07   0.859727E+07   0.201759E+01
   0.588292E-02   0.171266E+08   0.171227E+08  -0.152159E+05  -0.152208E+05   0.000000E+00   0.171260E+08   0.171260E+08   0.171260E+08  -0.403362E+00   0.858129E+07   0.858125E+07   0.203429E+01
   0.594865E-02   0.170944E+08   0.170904E+08  -0.148534E+05  -0.148582E+05   0.000000E+00   0.170937E+08   0.170937E+08   0.170937E+08  -0.402602E+00   0.856511E+07   0.856507E+07   0.205110E+01
   0.601512E-02   0.170618E+08   0.170577E+08  -0.144993E+05  -0.145039E+05   0.000000E+00   0.170611E+08   0.170611E+08   0.170611E+08  -0.401833E+00   0.854876E+07   0.854873E+07   0.206803E+01
   0.608233E-02   0.170288E+08   0.170247E+08  -0.141532E+05  -0.141578E+05   0.000000E+00   0.170282E+08   0.170282E+08   0.170281E+08  -0.401057E+00   0.853226E+07   0.853222E+07   0.208507E+01
   0.615028E-02   0.169956E+08   0.169913E+08  -0.138151E+05  -0.138195E+05   0.000000E+00   0.169949E+08   0.169949E+08   0.169949E+08  -0.400274E+00   0.851558E+07   0.851554E+07   0.210222E+01
   0.621900E-02   0.169620E+08   0.169576E+08  -0.134848E+05  -0.134891E+05   0.000000E+00   0.169613E+08   0.169613E+08   0.169613E+08  -0.399482E+00   0.849874E+07   0.849870E+07   0.211948E+01
   0.628849E-02   0.169280E+08   0.169236E+08  -0.131620E+05  -0.131662E+05   0.000000E+00   0.169273E+08   0.169273E+08   0.169273E+08  -0.398683E+00   0.848173E+07   0.848169E+07   0.213686E+01
   0.635875E-02   0.168938E+08   0.168893E+08  -0.128467E+05  -0.128508E+05   0.000000E+00   0.168930E+08   0.168930E+08   0.168930E+08  -0.397875E+00   0.846456E+07   0.846452E+07   0.215435E+01
   0.642980E-02   0.168592E+08   0.168546E+08  -0.125386E+05  -0.125426E+05   0.000000E+00   0.168584E+08   0.168584E+08   0.168584E+08  -0.397060E+00   0.844722E+07   0.844717E+07   0.217195E+01
   0.650164E-02   0.168243E+08   0.168196E+08  -0.122376E+05  -0.122415E+05   0.000000E+00   0.168235E+08   0.168235E+08   0.168235E+08  -0.396237E+00   0.842970E+07   0.842966E+07   0.218967E+01
   0.657428E-02   0.167890E+08   0.167842E+08  -0.119435E+05  -0.119474E+05   0.000000E+00   0.167882E+08   0.167882E+08   0.167882E+08  -0.395406E+00   0.841202E+07   0.841197E+07   0.220749E+01
   0.664773E-02   0.167534E+08   0.167485E+08  -0.116563E+05  -0.116600E+05   0.000000E+00   0.167525E+08   0.167525E+08   0.167525E+08  -0.394566E+00   0.839416E+07   0.839411E+07   0.222543E+01
   0.672201E-02   0.167174E+08   0.167124E+08  -0.113756E+05  -0.113792E+05   0.000000E+00   0.167166E+08   0.167166E+08   0.167166E+08  -0.393719E+00   0.837613E+07   0.837608E+07   0.224347E+01
   0.679711E-02   0.166811E+08   0.166760E+08  -0.111014E+05  -0.111050E+05   0.000000E+00   0.166802E+08   0.166802E+08   0.166802E+08  -0.392863E+00   0.835792E+07   0.835788E+07   0.226163E+01
   0.687306E-02   0.166444E+08   0.166392E+08  -0.108336E+05  -0.108370E+05   0.000000E+00   0.166436E+08   0.166436E+08   0.166436E+08  -0.391999E+00   0.833954E+07   0.833950E+07   0.227989E+01
