#           k/h    P           
    0.71429E-04    0.63845E+02
    0.79823E-04    0.71109E+02
    0.89203E-04    0.79198E+02
    0.99687E-04    0.88207E+02
    0.11140E-03    0.98240E+02
    0.12449E-03    0.10941E+03
    0.13912E-03    0.12185E+03
    0.15547E-03    0.13570E+03
    0.17374E-03    0.15113E+03
    0.19416E-03    0.16830E+03
    0.21698E-03    0.18741E+03
    0.24248E-03    0.20869E+03
    0.27098E-03    0.23236E+03
    0.30282E-03    0.25870E+03
    0.33841E-03    0.28800E+03
    0.37818E-03    0.32058E+03
    0.42262E-03    0.35679E+03
    0.47229E-03    0.39702E+03
    0.52779E-03    0.44169E+03
    0.58982E-03    0.49126E+03
    0.65913E-03    0.54622E+03
    0.73659E-03    0.60710E+03
    0.82315E-03    0.67446E+03
    0.91989E-03    0.74890E+03
    0.10280E-02    0.83105E+03
    0.11488E-02    0.92155E+03
    0.12838E-02    0.10211E+04
    0.14347E-02    0.11303E+04
    0.16033E-02    0.12499E+04
    0.17917E-02    0.13806E+04
    0.20023E-02    0.15228E+04
    0.22376E-02    0.16771E+04
    0.25005E-02    0.18438E+04
    0.27944E-02    0.20231E+04
    0.31228E-02    0.22151E+04
    0.34898E-02    0.24193E+04
    0.38999E-02    0.26352E+04
    0.43582E-02    0.28617E+04
    0.48703E-02    0.30971E+04
    0.49248E-02    0.31210E+04
    0.49798E-02    0.31450E+04
    0.50354E-02    0.31691E+04
    0.50917E-02    0.31933E+04
    0.51486E-02    0.32175E+04
    0.52061E-02    0.32417E+04
    0.52643E-02    0.32660E+04
    0.53231E-02    0.32904E+04
    0.53826E-02    0.33148E+04
    0.54427E-02    0.33393E+04
    0.55035E-02    0.33637E+04
    0.55650E-02    0.33883E+04
    0.56272E-02    0.34128E+04
    0.56901E-02    0.34374E+04
    0.57536E-02    0.34621E+04
    0.58179E-02    0.34867E+04
    0.58829E-02    0.35114E+04
    0.59487E-02    0.35360E+04
    0.60151E-02    0.35607E+04
    0.60823E-02    0.35854E+04
    0.61503E-02    0.36101E+04
    0.62190E-02    0.36348E+04
    0.62885E-02    0.36595E+04
    0.63587E-02    0.36842E+04
    0.64298E-02    0.37089E+04
    0.65016E-02    0.37336E+04
    0.65743E-02    0.37582E+04
    0.66477E-02    0.37828E+04
    0.67220E-02    0.38074E+04
    0.67971E-02    0.38319E+04
