#           k/h    P           
    0.71429E-04    0.35407E+03
    0.79823E-04    0.39435E+03
    0.89203E-04    0.43921E+03
    0.99687E-04    0.48917E+03
    0.11140E-03    0.54480E+03
    0.12449E-03    0.60675E+03
    0.13912E-03    0.67572E+03
    0.15547E-03    0.75253E+03
    0.17374E-03    0.83803E+03
    0.19416E-03    0.93321E+03
    0.21698E-03    0.10392E+04
    0.24248E-03    0.11571E+04
    0.27098E-03    0.12882E+04
    0.30282E-03    0.14342E+04
    0.33841E-03    0.15964E+04
    0.37818E-03    0.17768E+04
    0.42262E-03    0.19773E+04
    0.47229E-03    0.22000E+04
    0.52779E-03    0.24471E+04
    0.58982E-03    0.27213E+04
    0.65913E-03    0.30252E+04
    0.73659E-03    0.33617E+04
    0.82315E-03    0.37340E+04
    0.91989E-03    0.41455E+04
    0.10280E-02    0.45995E+04
    0.11488E-02    0.50998E+04
    0.12838E-02    0.56500E+04
    0.14347E-02    0.62540E+04
    0.16033E-02    0.69154E+04
    0.17917E-02    0.76376E+04
    0.20023E-02    0.84240E+04
    0.22376E-02    0.92772E+04
    0.25005E-02    0.10199E+05
    0.27944E-02    0.11191E+05
    0.31228E-02    0.12253E+05
    0.34898E-02    0.13382E+05
    0.38999E-02    0.14576E+05
    0.43582E-02    0.15828E+05
    0.48703E-02    0.17130E+05
    0.49248E-02    0.17263E+05
    0.49798E-02    0.17396E+05
    0.50354E-02    0.17529E+05
    0.50917E-02    0.17662E+05
    0.51486E-02    0.17796E+05
    0.52061E-02    0.17930E+05
    0.52643E-02    0.18065E+05
    0.53231E-02    0.18200E+05
    0.53826E-02    0.18335E+05
    0.54427E-02    0.18470E+05
    0.55035E-02    0.18605E+05
    0.55650E-02    0.18741E+05
    0.56272E-02    0.18877E+05
    0.56901E-02    0.19013E+05
    0.57536E-02    0.19149E+05
    0.58179E-02    0.19285E+05
    0.58829E-02    0.19422E+05
    0.59487E-02    0.19558E+05
    0.60151E-02    0.19695E+05
    0.60823E-02    0.19831E+05
    0.61503E-02    0.19968E+05
    0.62190E-02    0.20105E+05
    0.62885E-02    0.20241E+05
    0.63587E-02    0.20378E+05
    0.64298E-02    0.20514E+05
    0.65016E-02    0.20651E+05
    0.65743E-02    0.20787E+05
    0.66477E-02    0.20923E+05
    0.67220E-02    0.21059E+05
    0.67971E-02    0.21195E+05
    0.68731E-02    0.21330E+05
    0.69499E-02    0.21466E+05
    0.70275E-02    0.21601E+05
    0.71060E-02    0.21735E+05
    0.71854E-02    0.21870E+05
    0.72657E-02    0.22004E+05
    0.73469E-02    0.22137E+05
    0.74290E-02    0.22271E+05
    0.75120E-02    0.22403E+05
    0.75959E-02    0.22535E+05
    0.76808E-02    0.22667E+05
    0.77666E-02    0.22798E+05
    0.78534E-02    0.22929E+05
    0.79411E-02    0.23059E+05
    0.80298E-02    0.23188E+05
    0.81196E-02    0.23317E+05
    0.82103E-02    0.23445E+05
    0.83020E-02    0.23572E+05
    0.83948E-02    0.23698E+05
    0.84886E-02    0.23824E+05
    0.85834E-02    0.23948E+05
    0.86793E-02    0.24072E+05
    0.87763E-02    0.24195E+05
    0.88743E-02    0.24316E+05
    0.89735E-02    0.24437E+05
    0.90738E-02    0.24557E+05
    0.91751E-02    0.24675E+05
    0.92777E-02    0.24793E+05
    0.93813E-02    0.24909E+05
    0.94861E-02    0.25024E+05
    0.95921E-02    0.25137E+05
    0.96993E-02    0.25250E+05
    0.98077E-02    0.25361E+05
    0.99173E-02    0.25470E+05
    0.10028E-01    0.25578E+05
    0.10140E-01    0.25685E+05
    0.10253E-01    0.25790E+05
    0.10368E-01    0.25893E+05
    0.10484E-01    0.25995E+05
    0.10601E-01    0.26095E+05
    0.10719E-01    0.26193E+05
    0.10839E-01    0.26290E+05
    0.10960E-01    0.26384E+05
    0.11083E-01    0.26477E+05
    0.11207E-01    0.26568E+05
    0.11332E-01    0.26657E+05
    0.11458E-01    0.26743E+05
    0.11586E-01    0.26828E+05
    0.11716E-01    0.26910E+05
    0.11847E-01    0.26991E+05
    0.11979E-01    0.27069E+05
    0.12113E-01    0.27144E+05
    0.12248E-01    0.27218E+05
    0.12385E-01    0.27288E+05
    0.12524E-01    0.27357E+05
    0.12663E-01    0.27423E+05
    0.12805E-01    0.27486E+05
