#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.120943E+08   0.120943E+08   0.158834E+08   0.158828E+08   0.000000E+00   0.120943E+08   0.120943E+08   0.121037E+08  -0.570571E+00   0.104356E+08   0.104356E+08   0.789951E-01
   0.798228E-04   0.120941E+08   0.120941E+08   0.158233E+08   0.158226E+08   0.000000E+00   0.120941E+08   0.120941E+08   0.121035E+08  -0.570560E+00   0.104354E+08   0.104354E+08   0.882603E-01
   0.892035E-04   0.120939E+08   0.120939E+08   0.157487E+08   0.157477E+08   0.000000E+00   0.120939E+08   0.120939E+08   0.121032E+08  -0.570546E+00   0.104352E+08   0.104352E+08   0.986071E-01
   0.996866E-04   0.120936E+08   0.120936E+08   0.156559E+08   0.156547E+08   0.000000E+00   0.120936E+08   0.120936E+08   0.121029E+08  -0.570529E+00   0.104349E+08   0.104349E+08   0.110160E+00
   0.111402E-03   0.120932E+08   0.120932E+08   0.155407E+08   0.155393E+08   0.000000E+00   0.120932E+08   0.120932E+08   0.121025E+08  -0.570507E+00   0.104346E+08   0.104346E+08   0.123056E+00
   0.124493E-03   0.120928E+08   0.120928E+08   0.153980E+08   0.153963E+08   0.000000E+00   0.120928E+08   0.120928E+08   0.121019E+08  -0.570480E+00   0.104343E+08   0.104343E+08   0.137449E+00
   0.139124E-03   0.120922E+08   0.120922E+08   0.152216E+08   0.152194E+08   0.000000E+00   0.120922E+08   0.120922E+08   0.121012E+08  -0.570447E+00   0.104338E+08   0.104338E+08   0.153506E+00
   0.155474E-03   0.120915E+08   0.120915E+08   0.150038E+08   0.150012E+08   0.000000E+00   0.120915E+08   0.120915E+08   0.121004E+08  -0.570405E+00   0.104332E+08   0.104332E+08   0.171414E+00
   0.173745E-03   0.120906E+08   0.120906E+08   0.147360E+08   0.147328E+08   0.000000E+00   0.120906E+08   0.120906E+08   0.120994E+08  -0.570353E+00   0.104324E+08   0.104324E+08   0.191374E+00
   0.194163E-03   0.120896E+08   0.120895E+08   0.144079E+08   0.144040E+08   0.000000E+00   0.120896E+08   0.120896E+08   0.120981E+08  -0.570289E+00   0.104315E+08   0.104315E+08   0.213609E+00
   0.216981E-03   0.120882E+08   0.120882E+08   0.140078E+08   0.140030E+08   0.000000E+00   0.120882E+08   0.120882E+08   0.120965E+08  -0.570209E+00   0.104303E+08   0.104303E+08   0.238358E+00
   0.242480E-03   0.120865E+08   0.120865E+08   0.135228E+08   0.135172E+08   0.000000E+00   0.120865E+08   0.120865E+08   0.120945E+08  -0.570110E+00   0.104289E+08   0.104289E+08   0.265883E+00
   0.270976E-03   0.120844E+08   0.120844E+08   0.129395E+08   0.129329E+08   0.000000E+00   0.120844E+08   0.120844E+08   0.120921E+08  -0.569988E+00   0.104271E+08   0.104271E+08   0.296458E+00
