#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.506751E+07   0.506750E+07   0.671531E+07   0.671506E+07   0.506811E+07   0.506752E+07   0.506751E+07   0.507341E+07  -0.598056E+00   0.501200E+07   0.501200E+07   0.187769E+00
   0.798228E-04   0.506745E+07   0.506745E+07   0.670498E+07   0.670467E+07   0.506798E+07   0.506747E+07   0.506745E+07   0.507334E+07  -0.598048E+00   0.501194E+07   0.501194E+07   0.209816E+00
   0.892035E-04   0.506739E+07   0.506739E+07   0.669211E+07   0.669172E+07   0.506782E+07   0.506740E+07   0.506739E+07   0.507326E+07  -0.598038E+00   0.501188E+07   0.501188E+07   0.234447E+00
   0.996866E-04   0.506731E+07   0.506730E+07   0.667606E+07   0.667558E+07   0.506761E+07   0.506732E+07   0.506731E+07   0.507316E+07  -0.598026E+00   0.501179E+07   0.501179E+07   0.261961E+00
   0.111402E-03   0.506720E+07   0.506720E+07   0.665607E+07   0.665547E+07   0.506736E+07   0.506721E+07   0.506720E+07   0.507304E+07  -0.598011E+00   0.501169E+07   0.501169E+07   0.292694E+00
   0.124493E-03   0.506708E+07   0.506707E+07   0.663119E+07   0.663044E+07   0.506705E+07   0.506708E+07   0.506708E+07   0.507288E+07  -0.597992E+00   0.501156E+07   0.501156E+07   0.327017E+00
   0.139124E-03   0.506692E+07   0.506692E+07   0.660024E+07   0.659931E+07   0.506665E+07   0.506691E+07   0.506692E+07   0.507269E+07  -0.597968E+00   0.501140E+07   0.501140E+07   0.365346E+00
   0.155474E-03   0.506672E+07   0.506672E+07   0.656177E+07   0.656062E+07   0.506616E+07   0.506670E+07   0.506672E+07   0.507245E+07  -0.597939E+00   0.501120E+07   0.501120E+07   0.408139E+00
   0.173745E-03   0.506647E+07   0.506647E+07   0.651403E+07   0.651260E+07   0.506555E+07   0.506644E+07   0.506647E+07   0.507215E+07  -0.597902E+00   0.501095E+07   0.501095E+07   0.455905E+00
   0.194163E-03   0.506616E+07   0.506616E+07   0.645486E+07   0.645310E+07   0.506478E+07   0.506612E+07   0.506616E+07   0.507178E+07  -0.597856E+00   0.501064E+07   0.501064E+07   0.509206E+00
   0.216981E-03   0.506578E+07   0.506577E+07   0.638168E+07   0.637952E+07   0.506383E+07   0.506572E+07   0.506578E+07   0.507131E+07  -0.597799E+00   0.501025E+07   0.501025E+07   0.568664E+00
   0.242480E-03   0.506530E+07   0.506529E+07   0.629138E+07   0.628873E+07   0.506264E+07   0.506522E+07   0.506530E+07   0.507073E+07  -0.597728E+00   0.500976E+07   0.500976E+07   0.634960E+00
