#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.834669E+07   0.834669E+07   0.110151E+08   0.110147E+08   0.834687E+07   0.834669E+07   0.834669E+07   0.835248E+07  -0.590530E+00   0.795541E+07   0.795541E+07   0.117402E+00
   0.798228E-04   0.834659E+07   0.834659E+07   0.109868E+08   0.109863E+08   0.834668E+07   0.834660E+07   0.834659E+07   0.835237E+07  -0.590521E+00   0.795531E+07   0.795531E+07   0.131180E+00
   0.892035E-04   0.834647E+07   0.834647E+07   0.109516E+08   0.109509E+08   0.834644E+07   0.834647E+07   0.834647E+07   0.835223E+07  -0.590511E+00   0.795520E+07   0.795520E+07   0.146569E+00
   0.996866E-04   0.834632E+07   0.834632E+07   0.109077E+08   0.109069E+08   0.834615E+07   0.834632E+07   0.834632E+07   0.835205E+07  -0.590498E+00   0.795505E+07   0.795505E+07   0.163756E+00
   0.111402E-03   0.834613E+07   0.834613E+07   0.108532E+08   0.108522E+08   0.834578E+07   0.834612E+07   0.834613E+07   0.835183E+07  -0.590481E+00   0.795487E+07   0.795487E+07   0.182949E+00
   0.124493E-03   0.834590E+07   0.834590E+07   0.107855E+08   0.107842E+08   0.834531E+07   0.834588E+07   0.834590E+07   0.835155E+07  -0.590461E+00   0.795465E+07   0.795465E+07   0.204376E+00
   0.139124E-03   0.834561E+07   0.834561E+07   0.107015E+08   0.106999E+08   0.834473E+07   0.834558E+07   0.834561E+07   0.835121E+07  -0.590436E+00   0.795436E+07   0.795436E+07   0.228294E+00
   0.155474E-03   0.834524E+07   0.834524E+07   0.105974E+08   0.105955E+08   0.834401E+07   0.834521E+07   0.834524E+07   0.835078E+07  -0.590404E+00   0.795401E+07   0.795401E+07   0.254983E+00
   0.173745E-03   0.834479E+07   0.834479E+07   0.104688E+08   0.104664E+08   0.834311E+07   0.834474E+07   0.834479E+07   0.835024E+07  -0.590365E+00   0.795357E+07   0.795357E+07   0.284753E+00
   0.194163E-03   0.834422E+07   0.834422E+07   0.103102E+08   0.103074E+08   0.834199E+07   0.834415E+07   0.834422E+07   0.834957E+07  -0.590316E+00   0.795303E+07   0.795303E+07   0.317947E+00
   0.216981E-03   0.834352E+07   0.834351E+07   0.101154E+08   0.101119E+08   0.834059E+07   0.834343E+07   0.834352E+07   0.834874E+07  -0.590255E+00   0.795234E+07   0.795234E+07   0.354936E+00
   0.242480E-03   0.834264E+07   0.834263E+07   0.987691E+07   0.987271E+07   0.833884E+07   0.834252E+07   0.834264E+07   0.834771E+07  -0.590179E+00   0.795149E+07   0.795149E+07   0.396128E+00
   0.270976E-03   0.834154E+07   0.834153E+07   0.958659E+07   0.958156E+07   0.833666E+07   0.834139E+07   0.834154E+07   0.834643E+07  -0.590084E+00   0.795043E+07   0.795043E+07   0.441963E+00
   0.302821E-03   0.834018E+07   0.834017E+07   0.923540E+07   0.922943E+07   0.833395E+07   0.833999E+07   0.834018E+07   0.834484E+07  -0.589967E+00   0.794911E+07   0.794911E+07   0.492911E+00
   0.338408E-03   0.833848E+07   0.833847E+07   0.881399E+07   0.880700E+07   0.833058E+07   0.833824E+07   0.833848E+07   0.834287E+07  -0.589823E+00   0.794747E+07   0.794747E+07   0.549475E+00
   0.378178E-03   0.833638E+07   0.833636E+07   0.831347E+07   0.830544E+07   0.832637E+07   0.833607E+07   0.833638E+07   0.834044E+07  -0.589644E+00   0.794543E+07   0.794543E+07   0.612181E+00
   0.422621E-03   0.833377E+07   0.833375E+07   0.772665E+07   0.771762E+07   0.832115E+07   0.833338E+07   0.833377E+07   0.833745E+07  -0.589423E+00   0.794290E+07   0.794290E+07   0.681577E+00
   0.472287E-03   0.833054E+07   0.833051E+07   0.704989E+07   0.704004E+07   0.831466E+07   0.833005E+07   0.833054E+07   0.833376E+07  -0.589151E+00   0.793976E+07   0.793976E+07   0.758219E+00
   0.527790E-03   0.832655E+07   0.832652E+07   0.628562E+07   0.627532E+07   0.830662E+07   0.832594E+07   0.832654E+07   0.832924E+07  -0.588819E+00   0.793587E+07   0.793587E+07   0.842666E+00
   0.589815E-03   0.832163E+07   0.832158E+07   0.544552E+07   0.543533E+07   0.829666E+07   0.832086E+07   0.832162E+07   0.832372E+07  -0.588413E+00   0.793108E+07   0.793108E+07   0.935468E+00
   0.659130E-03   0.831558E+07   0.831552E+07   0.455375E+07   0.454450E+07   0.828436E+07   0.831462E+07   0.831557E+07   0.831701E+07  -0.587919E+00   0.792517E+07   0.792517E+07   0.103716E+01
   0.736590E-03   0.830816E+07   0.830810E+07   0.364945E+07   0.364212E+07   0.826920E+07   0.830697E+07   0.830815E+07   0.830888E+07  -0.587322E+00   0.791791E+07   0.791791E+07   0.114827E+01
   0.823153E-03   0.829911E+07   0.829902E+07   0.278642E+07   0.278198E+07   0.825056E+07   0.829762E+07   0.829909E+07   0.829908E+07  -0.586603E+00   0.790903E+07   0.790903E+07   0.126932E+01
   0.919889E-03   0.828810E+07   0.828799E+07   0.202767E+07   0.202676E+07   0.822771E+07   0.828624E+07   0.828808E+07   0.828731E+07  -0.585743E+00   0.789822E+07   0.789821E+07   0.140087E+01
   0.102799E-02   0.827477E+07   0.827464E+07   0.143229E+07   0.143474E+07   0.819980E+07   0.827246E+07   0.827475E+07   0.827322E+07  -0.584716E+00   0.788510E+07   0.788509E+07   0.154358E+01
   0.114880E-02   0.825870E+07   0.825854E+07   0.103472E+07   0.103917E+07   0.816584E+07   0.825585E+07   0.825868E+07   0.825639E+07  -0.583498E+00   0.786927E+07   0.786926E+07   0.169826E+01
   0.128381E-02   0.823943E+07   0.823923E+07   0.822495E+06   0.826545E+06   0.812469E+07   0.823590E+07   0.823940E+07   0.823634E+07  -0.582055E+00   0.785027E+07   0.785026E+07   0.186594E+01
   0.143468E-02   0.821641E+07   0.821616E+07   0.727742E+06   0.728972E+06   0.807507E+07   0.821207E+07   0.821637E+07   0.821245E+07  -0.580347E+00   0.782758E+07   0.782757E+07   0.204789E+01
   0.160328E-02   0.818906E+07   0.818874E+07   0.651900E+06   0.649771E+06   0.801590E+07   0.818374E+07   0.818901E+07   0.818408E+07  -0.578329E+00   0.780064E+07   0.780063E+07   0.224552E+01
   0.179170E-02   0.815663E+07   0.815624E+07   0.527328E+06   0.524346E+06   0.794508E+07   0.815013E+07   0.815657E+07   0.815041E+07  -0.575942E+00   0.776874E+07   0.776872E+07   0.246030E+01
   0.200226E-02   0.811835E+07   0.811786E+07   0.373726E+06   0.373467E+06   0.786122E+07   0.811044E+07   0.811827E+07   0.811064E+07  -0.573126E+00   0.773112E+07   0.773110E+07   0.269363E+01
   0.223756E-02   0.807332E+07   0.807270E+07   0.270737E+06   0.273073E+06   0.776264E+07   0.806376E+07   0.807321E+07   0.806390E+07  -0.569817E+00   0.768690E+07   0.768688E+07   0.294687E+01
   0.250052E-02   0.802058E+07   0.801982E+07   0.239565E+06   0.240070E+06   0.764790E+07   0.800912E+07   0.802045E+07   0.800924E+07  -0.565948E+00   0.763516E+07   0.763514E+07   0.322158E+01
   0.279438E-02   0.795912E+07   0.795818E+07   0.203168E+06   0.201260E+06   0.751569E+07   0.794547E+07   0.795896E+07   0.794558E+07  -0.561445E+00   0.757492E+07   0.757489E+07   0.351953E+01
   0.312277E-02   0.788789E+07   0.788672E+07   0.139687E+06   0.140338E+06   0.736513E+07   0.787179E+07   0.788770E+07   0.787187E+07  -0.556234E+00   0.750518E+07   0.750515E+07   0.384249E+01
   0.348976E-02   0.780585E+07   0.780439E+07   0.116805E+06   0.117512E+06   0.719576E+07   0.778704E+07   0.780560E+07   0.778710E+07  -0.550241E+00   0.742497E+07   0.742493E+07   0.419219E+01
   0.389987E-02   0.771198E+07   0.771018E+07   0.970313E+05   0.952645E+05   0.700757E+07   0.769025E+07   0.771168E+07   0.769030E+07  -0.543398E+00   0.733336E+07   0.733330E+07   0.457049E+01
   0.435818E-02   0.760541E+07   0.760318E+07   0.705265E+05   0.695982E+05   0.680090E+07   0.758056E+07   0.760504E+07   0.758060E+07  -0.535645E+00   0.722953E+07   0.722946E+07   0.497914E+01
   0.440687E-02   0.759403E+07   0.759175E+07   0.701552E+05   0.689344E+05   0.677923E+07   0.756885E+07   0.759364E+07   0.756889E+07  -0.534817E+00   0.721844E+07   0.721838E+07   0.502174E+01
   0.445611E-02   0.758250E+07   0.758018E+07   0.700473E+05   0.684390E+05   0.675738E+07   0.755701E+07   0.758211E+07   0.755705E+07  -0.533980E+00   0.720723E+07   0.720716E+07   0.506466E+01
   0.450590E-02   0.757084E+07   0.756847E+07   0.700683E+05   0.679976E+05   0.673534E+07   0.754503E+07   0.757044E+07   0.754506E+07  -0.533133E+00   0.719589E+07   0.719581E+07   0.510790E+01
   0.455624E-02   0.755905E+07   0.755662E+07   0.700748E+05   0.674953E+05   0.671313E+07   0.753290E+07   0.755864E+07   0.753294E+07  -0.532276E+00   0.718441E+07   0.718434E+07   0.515146E+01
   0.460715E-02   0.754711E+07   0.754463E+07   0.699266E+05   0.668272E+05   0.669074E+07   0.752064E+07   0.754669E+07   0.752068E+07  -0.531410E+00   0.717280E+07   0.717273E+07   0.519535E+01
   0.465863E-02   0.753504E+07   0.753251E+07   0.695001E+05   0.659090E+05   0.666817E+07   0.750824E+07   0.753461E+07   0.750828E+07  -0.530533E+00   0.716106E+07   0.716099E+07   0.523957E+01
   0.471068E-02   0.752283E+07   0.752024E+07   0.686998E+05   0.646856E+05   0.664542E+07   0.749570E+07   0.752239E+07   0.749574E+07  -0.529647E+00   0.714919E+07   0.714912E+07   0.528412E+01
   0.476331E-02   0.751048E+07   0.750784E+07   0.674683E+05   0.631371E+05   0.662249E+07   0.748302E+07   0.751003E+07   0.748306E+07  -0.528751E+00   0.713719E+07   0.713711E+07   0.532899E+01
   0.481653E-02   0.749799E+07   0.749529E+07   0.657921E+05   0.612812E+05   0.659938E+07   0.747020E+07   0.749753E+07   0.747023E+07  -0.527844E+00   0.712505E+07   0.712497E+07   0.537420E+01
   0.487035E-02   0.748536E+07   0.748260E+07   0.637039E+05   0.591720E+05   0.657610E+07   0.745723E+07   0.748489E+07   0.745726E+07  -0.526928E+00   0.711277E+07   0.711269E+07   0.541974E+01
   0.492476E-02   0.747258E+07   0.746977E+07   0.612794E+05   0.568944E+05   0.655263E+07   0.744412E+07   0.747211E+07   0.744416E+07  -0.526002E+00   0.710036E+07   0.710028E+07   0.546561E+01
