# in Mpc/h Units 
# (k P_nu(k))
# a= 0.598492
# nk = 757
0.020944 3382.63
0.0296192 1638.26
0.036276 942.726
0.0418879 595.773
0.0468321 421.315
0.051302 323.567
0.0592384 213.093
0.0628319 179.081
0.0662306 142.721
0.0694632 124.973
0.072552 111.465
0.0755145 81.7693
0.0783651 71.6904
0.0837758 67.0967
0.0863541 46.8646
0.0888577 39.0858
0.0912926 38.3139
0.0936642 39.5745
0.0959772 28.8859
0.0982358 26.1091
0.102604 24.3555
0.10472 19.6158
0.106794 17.4543
0.108828 15.1524
0.112787 15.0592
0.114715 13.8665
0.118477 12.9964
0.120314 12.4404
0.122123 10.9473
0.123906 9.79095
0.125664 8.19085
0.127397 8.50985
0.129107 7.40039
0.132461 5.13261
0.134107 7.04534
0.135732 6.49527
0.137339 5.95891
0.138926 6.40756
0.140496 4.91964
0.142049 4.67348
0.145104 1.56619
0.146608 4.12099
0.148096 4.00178
0.14957 3.97657
0.151029 4.08363
0.152474 3.84336
0.153906 3.44226
0.15673 2.85565
0.158123 2.95489
0.159504 2.93308
0.160874 2.44839
0.163577 2.95786
0.164913 2.16895
0.167552 2.10556
0.168856 1.85681
0.170149 2.22037
0.171434 1.99407
0.172708 1.87713
0.173974 1.68791
0.17523 1.86537
0.177715 2.16855
0.178945 1.23875
0.180167 1.52728
0.18138 1.67707
0.182585 1.11233
0.183782 1.27437
0.184972 1.44885
0.187328 1.12507
0.188496 1.3918
0.190347 1.02838
0.191954 1.25472
0.193094 0.972758
0.194226 1.08472
0.196472 0.983688
0.197585 1.04534
0.199006 1.10034
0.201976 1.00802
0.203059 0.725476
0.205208 0.741998
0.206274 0.888227
0.207335 0.721718
0.20839 0.821525
0.210326 0.758174
0.211524 0.903261
0.213587 0.541219
0.214612 0.5862
0.215631 0.643224
0.216957 0.616557
0.218661 0.482643
0.219662 0.67887
0.223129 0.465459
0.224599 0.450217
0.22618 0.528994
0.22751 0.598892
0.229429 0.454462
0.230383 0.480373
0.231604 0.454704
0.23416 0.368874
0.235095 0.385066
0.236954 0.47155
0.238108 0.415771
0.239975 0.380902
0.241537 0.313982
0.242444 0.353989
0.244844 0.294533
0.246417 0.290347
0.248401 0.306744
0.249576 0.264852
0.251327 0.236392
0.252777 0.301807
0.254191 0.285078
0.25601 0.273531
0.258214 0.251798
0.2594 0.227676
0.26075 0.158217
0.262904 0.21323
0.265657 0.227728
0.266722 0.164908
0.268622 0.173625
0.269844 0.233176
0.271964 0.200003
0.273543 0.189079
0.275842 0.164113
0.277853 0.205549
0.279641 0.173483
0.28148 0.180528
0.282936 0.153507
0.285198 0.164027
0.286404 0.133298
0.288084 0.143406
0.291553 0.130216
0.292736 0.14008
0.294335 0.130506
0.296659 0.117416
0.298323 0.105559
0.300394 0.121536
0.302928 0.101855
0.304588 0.0983909
0.305974 0.107425
0.308578 0.0984536
0.310884 0.0897589
0.312408 0.0840499
0.314799 0.0880688
0.317265 0.0925587
0.319597 0.0764515
0.320771 0.0715787
0.3227 0.0741734
0.32574 0.0750027
0.32795 0.0738511
0.330224 0.0750384
0.331726 0.0619963
0.333831 0.0676051
0.336246 0.0634944
0.338319 0.0673534
0.341157 0.0623208
0.343593 0.0513467
0.346262 0.0513636
0.347842 0.0458982
0.350326 0.0530259
0.352828 0.0443935
0.354442 0.047295
0.356776 0.0460033
0.359142 0.0457522
0.361681 0.0405738
0.363857 0.0397068
0.366441 0.0364584
0.368657 0.0383341
0.371486 0.0388214
0.374587 0.0331764
0.376839 0.0342692
0.379079 0.0331217
0.38178 0.0261202
0.384712 0.0314019
0.386663 0.0269933
0.389313 0.0283677
0.39167 0.0286045
0.394428 0.028688
0.397811 0.0254096
0.400019 0.0293097
0.402781 0.0253173
0.405015 0.0242092
0.40766 0.0252126
0.410865 0.0211782
0.413244 0.0221222
0.416084 0.0197414
0.418986 0.0209057
0.421544 0.0196329
0.424534 0.0187845
0.42751 0.0172674
0.430034 0.0184908
0.432751 0.017741
0.436344 0.0140009
0.438896 0.0172362
0.44171 0.0143062
0.444585 0.0148312
0.447784 0.0143612
0.45034 0.0129604
0.453413 0.0125315
0.456575 0.0114154
0.459787 0.0121773
0.462622 0.0116181
0.465862 0.0116429
0.468802 0.0117197
0.471915 0.010391
0.475472 0.00976901
0.478779 0.0102681
0.481919 0.00999186
0.484939 0.00923371
0.488502 0.00867035
0.491034 0.00852447
0.494348 0.00828576
0.497688 0.00776482
0.500527 0.00833447
0.504331 0.00727931
0.507364 0.00734882
0.510774 0.0073341
0.514275 0.00688019
0.517978 0.00645701
0.521294 0.00648788
0.524822 0.00585904
0.527973 0.00574819
0.531698 0.00572353
0.535226 0.00557298
0.539103 0.00512094
0.543 0.00488748
0.546011 0.00503892
0.549827 0.00468487
0.55369 0.00447532
0.557166 0.0045766
0.560475 0.00445377
0.564609 0.00423048
0.56859 0.00382054
0.572441 0.0037394
0.5763 0.00358177
0.580121 0.00361422
0.583625 0.00347769
0.587525 0.00342895
0.591428 0.0031528
0.595301 0.00315979
0.599624 0.00306347
0.603294 0.00293256
0.60771 0.00271211
0.611568 0.0029004
0.615779 0.00261496
0.619303 0.00256091
0.623194 0.0024208
0.627636 0.00237899
0.631826 0.00232252
0.635971 0.00217866
0.64039 0.00225417
0.644956 0.00200252
0.649302 0.00205529
0.653461 0.0020214
0.657644 0.0018908
0.662026 0.00185474
0.666685 0.00170131
0.670916 0.00178268
0.675462 0.00174553
0.679703 0.00160114
0.684292 0.00159238
0.688927 0.00146943
0.693468 0.00138468
0.698026 0.00134582
0.702952 0.00131971
0.707372 0.0012671
0.712317 0.00126852
0.716936 0.00123425
0.721869 0.00116605
0.726964 0.00109315
0.73163 0.00108157
0.736224 0.0010553
0.74119 0.00098683
0.746118 0.000974719
0.751313 0.000906512
0.756133 0.000942084
0.761156 0.000886661
0.766095 0.000866692
0.771205 0.000838249
0.776456 0.000805113
0.781432 0.000778634
0.786733 0.00074695
0.791574 0.000726802
0.797255 0.00070164
0.802676 0.000665734
0.808005 0.00066757
0.813482 0.000629436
0.818759 0.000638515
0.824173 0.000574587
0.829708 0.000573784
0.834919 0.000563657
0.840568 0.000537662
0.846479 0.000507388
0.851948 0.000494545
0.857592 0.000475301
0.863369 0.000481544
0.869182 0.000447043
0.874831 0.000440603
0.880682 0.000424412
0.886294 0.000417423
0.892352 0.000392949
0.898399 0.000405404
0.904229 0.000366633
0.910231 0.000362718
0.916513 0.000343999
0.922651 0.000331359
0.92895 0.000327312
0.935092 0.000302331
0.940995 0.000296462
0.947406 0.000292234
0.953652 0.000281031
0.960017 0.000267143
0.966595 0.0002642
0.972908 0.000251043
0.979222 0.000240616
0.985855 0.000238667
0.992666 0.0002299
0.998881 0.000223216
1.00551 0.000205502
1.01216 0.000209145
1.01908 0.000202979
1.02599 0.000192619
1.03271 0.000187666
1.03948 0.000179325
1.04641 0.000173832
1.05346 0.000168035
1.06036 0.000163892
1.0676 0.000158358
1.07471 0.000153231
1.08175 0.000147587
1.08895 0.000142565
1.09637 0.000140131
1.10369 0.000138794
1.11092 0.000128687
1.1181 0.000127106
1.12573 0.000122055
1.1332 0.000118738
1.14081 0.000117136
1.14829 0.00011031
1.15605 0.000107634
1.16374 0.000103233
1.1717 0.000100364
1.17935 9.5775e-05
1.18713 9.15005e-05
1.195 8.97188e-05
1.20281 8.70309e-05
1.21088 8.58882e-05
1.21904 8.21568e-05
1.22715 7.95568e-05
1.23533 7.54866e-05
1.24354 7.35293e-05
1.25174 7.05138e-05
1.26013 6.8383e-05
1.26845 6.68245e-05
1.27706 6.4733e-05
1.28545 6.26813e-05
1.29387 6.07739e-05
1.3027 5.81922e-05
1.31143 5.65609e-05
1.3202 5.48857e-05
1.32891 5.22688e-05
1.33775 5.05074e-05
1.34663 4.90979e-05
1.35548 4.73349e-05
1.3645 4.57072e-05
1.37362 4.52461e-05
1.38289 4.31351e-05
1.39214 4.09224e-05
1.40146 4.02298e-05
1.41076 3.85562e-05
1.42016 3.76017e-05
1.42955 3.66709e-05
1.43897 3.49063e-05
1.44856 3.40882e-05
1.45815 3.23805e-05
1.46783 3.17411e-05
1.47755 3.04583e-05
1.48753 2.91677e-05
1.4975 2.81659e-05
1.50759 2.73132e-05
1.51744 2.67984e-05
1.52762 2.5804e-05
1.53782 2.47287e-05
1.54798 2.42576e-05
1.55817 2.35474e-05
1.56867 2.24846e-05
1.579 2.21021e-05
