# in Mpc/h Units 
# (k P_nu(k))
# a= 0.254534
# nk = 757
0.020944 397.056
0.0296192 165.212
0.036276 86.7702
0.0418879 51.967
0.0468321 34.9894
0.051302 25.6082
0.0592384 15.6819
0.0628319 12.7152
0.0662306 10.1472
0.0694632 8.52705
0.072552 7.32104
0.0755145 5.62218
0.0783651 4.78427
0.0837758 3.92483
0.0863541 2.97601
0.0888577 2.51375
0.0912926 2.29692
0.0936642 2.17494
0.0959772 1.7362
0.0982358 1.53722
0.102604 1.34237
0.10472 1.12804
0.106794 1.01425
0.108828 0.896045
0.112787 0.836552
0.114715 0.758896
0.118477 0.68744
0.120314 0.654454
0.122123 0.592342
0.123906 0.534018
0.125664 0.470892
0.127397 0.462773
0.129107 0.413986
0.132461 0.319491
0.134107 0.363058
0.135732 0.338777
0.137339 0.31618
0.138926 0.319259
0.140496 0.264017
0.142049 0.246427
0.145104 0.147712
0.146608 0.211574
0.148096 0.203733
0.14957 0.192469
0.151029 0.187223
0.152474 0.182569
0.153906 0.166533
0.15673 0.147637
0.158123 0.140489
0.159504 0.133022
0.160874 0.123944
0.163577 0.128878
0.164913 0.109079
0.167552 0.0997984
0.168856 0.0948812
0.170149 0.0991136
0.171434 0.0934411
0.172708 0.0883305
0.173974 0.0780915
0.17523 0.0812112
0.177715 0.0892621
0.178945 0.0649189
0.180167 0.0731429
0.18138 0.0747234
0.182585 0.0617688
0.183782 0.0638049
0.184972 0.0636673
0.187328 0.0549179
0.188496 0.0629889
0.190347 0.0515344
0.191954 0.0560164
0.193094 0.0463611
0.194226 0.0479239
0.196472 0.0467906
0.197585 0.0468631
0.199006 0.0468875
0.201976 0.0430925
0.203059 0.0356978
0.205208 0.0343519
0.206274 0.0362892
0.207335 0.03237
0.20839 0.0350377
0.210326 0.0321371
0.211524 0.0339748
0.213587 0.0256366
0.214612 0.0257048
0.215631 0.026634
0.216957 0.025189
0.218661 0.0235675
0.219662 0.0259102
0.223129 0.0207581
0.224599 0.0195141
0.22618 0.0213792
0.22751 0.0222785
0.229429 0.0170946
0.230383 0.0193702
0.231604 0.0186008
0.23416 0.0164165
0.235095 0.0153556
0.236954 0.017124
0.238108 0.0160918
0.239975 0.0154613
0.241537 0.0136834
0.242444 0.0132584
0.244844 0.0126885
0.246417 0.0119011
0.248401 0.0125508
0.249576 0.0108241
0.251327 0.00999079
0.252777 0.0110394
0.254191 0.0112951
0.25601 0.0109617
0.258214 0.00908324
0.2594 0.00917961
0.26075 0.00732773
0.262904 0.00861784
0.265657 0.00829874
0.266722 0.00723702
0.268622 0.00736085
0.269844 0.00812604
0.271964 0.00724886
0.273543 0.00703178
0.275842 0.00621719
0.277853 0.0080095
0.279641 0.00637749
0.28148 0.00676735
0.282936 0.00558765
0.285198 0.00610376
0.286404 0.00538877
0.288084 0.00529788
