# in Mpc/h Units 
# D1 = 0.729686 
# k P N P(z=0)
0.020944 12757.6 6 23960.6
0.0296192 10226.5 12 19206.7
0.036276 8321.97 8 15629.8
0.0418879 6785.99 6 12745
0.0468321 6002.86 24 11274.2
0.051302 5654.49 24 10619.9
0.0592384 5201.49 12 9769.14
0.0628319 5120.56 30 9617.13
0.0662306 4521.25 24 8491.55
0.0694632 4564.59 24 8572.95
0.072552 4590.03 8 8620.73
0.0755145 3578.48 24 6720.9
0.0783651 3511.67 48 6595.42
0.0837758 4209.72 6 7906.45
0.0863541 3008.25 48 5649.92
0.0888577 2659.64 36 4995.19
0.0912926 2945.87 24 5532.76
0.0936642 3451.18 24 6481.81
0.0959772 2521.26 48 4735.29
0.0982358 2478.15 24 4654.32
0.102604 2667.49 24 5009.92
0.10472 2248.73 30 4223.44
0.106794 2098.36 72 3941.02
0.108828 1916.4 32 3599.28
0.112787 2140.65 72 4020.44
0.114715 2130.93 48 4002.2
0.118477 2203.21 12 4137.94
0.120314 2194.48 48 4121.55
0.122123 1990.84 48 3739.08
0.123906 1873.99 48 3519.62
0.125664 1594.59 30 2994.86
0.127397 1762.99 24 3311.15
0.129107 1594.18 72 2994.09
0.132461 1163.06 24 2184.39
0.134107 1764.01 96 3313.06
0.135732 1674.01 48 3144.03
0.137339 1569.45 24 2947.66
0.138926 1773.02 24 3329.98
0.140496 1400.55 72 2630.44
0.142049 1390.06 48 2610.72
0.145104 385.756 8 724.505
0.146608 1360.68 54 2555.56
0.148096 1354.47 84 2543.89
0.14957 1428.59 48 2683.1
0.151029 1561.55 24 2932.81
0.152474 1465.32 72 2752.08
0.153906 1352.91 96 2540.96
0.15673 1149.72 48 2159.33
0.158123 1280.67 48 2405.28
0.159504 1346.23 24 2528.42
0.160874 1083.56 72 2035.08
0.163577 1454.84 72 2732.39
0.164913 1050.49 96 1972.98
0.167552 1083.58 6 2035.11
0.168856 973.213 96 1827.83
0.170149 1243.47 96 2335.41
0.171434 1126.41 24 2115.56
