# in Mpc/h Units 
# (k P_nu(k))
# a= 0.631662
# nk = 757
0.020944 3781.27
0.0296192 1846.34
0.036276 1067.86
0.0418879 676.798
0.0468321 479.924
0.051302 369.626
0.0592384 244.465
0.0628319 205.971
0.0662306 164.083
0.0694632 144.09
0.072552 128.784
0.0755145 94.2097
0.0783651 82.7696
0.0837758 78.1107
0.0863541 54.2727
0.0888577 45.2078
0.0912926 44.5438
0.0936642 46.2949
0.0959772 33.5702
0.0982358 30.4056
0.102604 28.4643
0.10472 22.8824
0.106794 20.3447
0.108828 17.6502
0.112787 17.5919
0.114715 16.2448
0.118477 15.2467
0.120314 14.5896
0.122123 12.8136
0.123906 11.4664
0.125664 9.55701
0.127397 9.96405
0.129107 8.65708
0.132461 5.96939
0.134107 8.28907
0.135732 7.63293
0.137339 6.98862
0.138926 7.53876
0.140496 5.77283
0.142049 5.49283
0.145104 1.75637
0.146608 4.84965
0.148096 4.70638
0.14957 4.69931
0.151029 4.85114
0.152474 4.54245
0.153906 4.06682
0.15673 3.35296
0.158123 3.49803
0.159504 3.49044
0.160874 2.88047
0.163577 3.51801
0.164913 2.55509
0.167552 2.4882
0.168856 2.18673
0.170149 2.64031
0.171434 2.3625
0.172708 2.22377
0.173974 2.00967
0.17523 2.228
0.177715 2.58812
0.178945 1.46163
0.180167 1.80684
0.18138 1.99256
0.182585 1.29902
0.183782 1.50218
0.184972 1.72759
0.187328 1.33416
0.188496 1.64957
0.190347 1.21447
0.191954 1.48874
0.193094 1.15422
0.194226 1.2938
0.196472 1.16508
0.197585 1.24159
0.199006 1.31019
0.201976 1.19882
0.203059 0.857772
0.205208 0.879604
0.206274 1.06414
0.207335 0.85981
0.20839 0.977221
0.210326 0.905512
0.211524 1.08797
0.213587 0.645578
0.214612 0.698759
0.215631 0.769603
0.216957 0.738242
0.218661 0.570448
0.219662 0.81615
0.223129 0.554413
0.224599 0.538558
0.22618 0.632702
0.22751 0.720519
0.229429 0.54892
0.230383 0.576058
0.231604 0.544185
0.23416 0.439008
0.235095 0.463253
0.236954 0.568241
0.238108 0.500038
0.239975 0.455976
0.241537 0.375003
0.242444 0.428466
0.244844 0.352697
0.246417 0.349416
0.248401 0.367546
0.249576 0.320722
0.251327 0.284804
0.252777 0.365739
0.254191 0.34204
0.25601 0.327863
0.258214 0.307397
0.2594 0.274235
0.26075 0.189128
0.262904 0.257172
0.265657 0.27568
0.266722 0.197179
0.268622 0.208424
0.269844 0.282618
0.271964 0.241977
0.273543 0.227938
0.275842 0.198845
0.277853 0.245112
0.279641 0.209934
0.28148 0.217447
0.282936 0.186951
0.285198 0.197739
0.286404 0.160328
0.288084 0.173234
0.291553 0.157803
0.292736 0.168492
0.294335 0.157493
0.296659 0.142991
0.298323 0.128237
0.300394 0.147924
0.302928 0.12317
0.304588 0.117917
0.305974 0.128427
0.308578 0.119299
0.310884 0.109051
0.312408 0.102652
0.314799 0.107449
0.317265 0.112233
0.319597 0.0930546
0.320771 0.0866461
0.3227 0.0898119
0.32574 0.0908948
0.32795 0.0901603
0.330224 0.0910468
0.331726 0.0748841
0.333831 0.0822793
0.336246 0.0775881
0.338319 0.0820399
0.341157 0.0760507
0.343593 0.0630399
0.346262 0.0630509
0.347842 0.05624
0.350326 0.0646108
0.352828 0.0545675
0.354442 0.0582906
0.356776 0.0560255
