#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.631546E+07   0.631546E+07   0.835597E+07   0.835566E+07   0.631586E+07   0.631547E+07   0.631546E+07   0.632133E+07  -0.596011E+00   0.618461E+07   0.618461E+07   0.153033E+00
   0.798228E-04   0.631539E+07   0.631539E+07   0.833987E+07   0.833948E+07   0.631571E+07   0.631540E+07   0.631539E+07   0.632125E+07  -0.596003E+00   0.618454E+07   0.618454E+07   0.170998E+00
   0.892035E-04   0.631531E+07   0.631530E+07   0.831980E+07   0.831931E+07   0.631551E+07   0.631531E+07   0.631531E+07   0.632114E+07  -0.595993E+00   0.618445E+07   0.618445E+07   0.191066E+00
   0.996866E-04   0.631520E+07   0.631520E+07   0.829480E+07   0.829419E+07   0.631528E+07   0.631520E+07   0.631520E+07   0.632102E+07  -0.595980E+00   0.618435E+07   0.618435E+07   0.213482E+00
   0.111402E-03   0.631507E+07   0.631506E+07   0.826368E+07   0.826292E+07   0.631498E+07   0.631506E+07   0.631507E+07   0.632085E+07  -0.595965E+00   0.618421E+07   0.618421E+07   0.238518E+00
   0.124493E-03   0.631490E+07   0.631490E+07   0.822496E+07   0.822402E+07   0.631460E+07   0.631489E+07   0.631490E+07   0.632065E+07  -0.595945E+00   0.618405E+07   0.618405E+07   0.266475E+00
   0.139124E-03   0.631469E+07   0.631469E+07   0.817685E+07   0.817569E+07   0.631414E+07   0.631467E+07   0.631469E+07   0.632040E+07  -0.595921E+00   0.618384E+07   0.618384E+07   0.297689E+00
   0.155474E-03   0.631443E+07   0.631443E+07   0.811714E+07   0.811570E+07   0.631356E+07   0.631440E+07   0.631443E+07   0.632009E+07  -0.595890E+00   0.618358E+07   0.618358E+07   0.332531E+00
   0.173745E-03   0.631411E+07   0.631410E+07   0.804315E+07   0.804137E+07   0.631283E+07   0.631407E+07   0.631411E+07   0.631970E+07  -0.595852E+00   0.618326E+07   0.618326E+07   0.371413E+00
   0.194163E-03   0.631370E+07   0.631370E+07   0.795163E+07   0.794945E+07   0.631193E+07   0.631365E+07   0.631370E+07   0.631922E+07  -0.595805E+00   0.618286E+07   0.618286E+07   0.414786E+00
   0.216981E-03   0.631320E+07   0.631319E+07   0.783872E+07   0.783605E+07   0.631080E+07   0.631312E+07   0.631320E+07   0.631862E+07  -0.595746E+00   0.618235E+07   0.618235E+07   0.463150E+00
   0.242480E-03   0.631257E+07   0.631256E+07   0.769983E+07   0.769657E+07   0.630939E+07   0.631247E+07   0.631257E+07   0.631787E+07  -0.595672E+00   0.618173E+07   0.618173E+07   0.517049E+00
   0.270976E-03   0.631179E+07   0.631178E+07   0.752964E+07   0.752569E+07   0.630764E+07   0.631166E+07   0.631178E+07   0.631694E+07  -0.595581E+00   0.618094E+07   0.618094E+07   0.577079E+00
